replicate,null_connectivity
1,-0.05391657977261431
2,0
3,0.051186032929722236
4,-0.047567578384493304
5,-0.06278560002950384
6,0.09027656216268012
7,-0.054552350000258855
8,0
9,0.0765166221360585
10,0
11,0
12,0.058352785408737354
13,0.04421016663845351
14,-0.06306462165284843
15,-0.07626537195650619
16,0
17,-0.06874599780815144
18,-0.05522703458415684
19,-0.06855197362486565
20,0.05529841547377687
21,-0.045196751999687645
22,0
23,-0.05218061369099916
24,0
25,0.07563009021834169
26,-0.07300098927230647
27,0
28,-0.08287787866349626
29,0
30,-0.04898506723747861
31,0
32,0.05315066002145338
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0.0527579836198136
41,-0.06298098301887871
42,0
43,0
44,0.06100914219405271
45,0
46,0
47,0.08094687285467647
48,0
49,0
50,0
51,0
52,0.055012351748422485
53,-0.05096319943049536
54,-0.07644762342899931
55,-0.04417276821497029
56,0
57,0
58,0.05029648747769298
59,-0.059610827303686054
60,-0.05618821208239211
61,-0.04799318436518307
62,0
63,0
64,0.062380316560388185
65,0.08759934869878286
66,-0.06533498739302748
67,0
68,0
69,0
70,0
71,-0.053111115635600864
72,0.044268081122653125
73,0
74,-0.061447235698699865
75,0
76,0
77,0.04344170808858483
78,0.06391056673521134
79,0.06699330751151866
80,-0.05052125715341782
81,0
82,0
83,0
84,0.042215006275009515
85,0
86,0
87,0.12019503255232458
88,0
89,0
90,0
91,-0.060090116056313314
92,0
93,0
94,0.04300854223705772
95,0.053119434404438906
96,-0.08086971405888013
97,0
98,0
99,-0.05891070517599598
100,0
101,0
102,0
103,0
104,-0.04514009090283504
105,0
106,-0.06615073690669895
107,0
108,-0.04387577695271991
109,0
110,-0.0546275297172403
111,0.06838983257412665
112,0
113,0.04929662780712207
114,0.05662328798590838
115,0
116,-0.08175276845407692
117,-0.056158891298573876
118,0
119,0
120,0
121,0
122,0.06778021921097496
123,-0.09733646382089749
124,0
125,0
126,0
127,0
128,0.056088329218346944
129,0.062027238456127065
130,0.06749459338859123
131,0.05546640348806253
132,0
133,0
134,0
135,0
136,0.05798005938732645
137,0
138,-0.049686084484134294
139,0
140,0
141,0
142,-0.06414585210828086
143,-0.06995803489245976
144,0
145,0.0895004650979081
146,-0.06716726183214666
147,0
148,-0.07826214512765295
149,-0.07324253138452003
150,0.0965009631051047
151,0.059279173731536766
152,0
153,0.07047012523717036
154,-0.07176839552891356
155,0
156,0
157,0
158,0.0702463046922987
159,0
160,0
161,0
162,-0.05524529225155425
163,0
164,0.03824652267031342
165,0.05492567115168279
166,0
167,0
168,-0.054796748891004665
169,0.04809469816743614
170,0.04668743989814783
171,0
172,-0.04056314895507132
173,-0.08298150088422779
174,0
175,0.06415758215675128
176,0
177,0
178,-0.05756138910810801
179,-0.054939383294173666
180,0
181,-0.054655510397098116
182,0.06135901277414174
183,0
184,0.06422479933986686
185,0.05080178806822608
186,0.04964534052209946
187,0.06839754692734032
188,0
189,0.07013373387385274
190,-0.05899754770803678
191,0
192,0
193,0.06249745689447905
194,0.056905176925732326
195,0
196,0
197,0
198,0.057661357126619475
199,0.04447769520586564
200,0.049659413507459726
201,0
202,0
203,0.03447718946923539
204,0
205,0.06443452043451325
206,0
207,0
208,-0.03833046403790179
209,-0.048073334698691045
210,0.048943170458946944
211,0.04805485714819256
212,-0.05110719280993159
213,-0.048942513724488185
214,-0.04995594470868758
215,0.03714935044788481
216,0
217,0
218,0
219,-0.07435429009359526
220,0.05990672440849626
221,0
222,0.05109153788018095
223,-0.046040353193909256
224,-0.08766328096599599
225,0
226,0
227,-0.04762124248484689
228,0.05979350102277142
229,0.04637919315285355
230,0
231,0
232,0.05963030064436173
233,-0.06262312852794547
234,-0.051443797685583076
235,-0.06595376889663862
236,0.04216782455677265
237,0.04618545089783185
238,0.039501709549599584
239,-0.06930487398901014
240,0.07073605560164531
241,0
242,0
243,-0.04771968765874221
244,0
245,0
246,0.057904061882020075
247,0
248,0
249,-0.06266231565775782
250,0
251,-0.07163291528780295
252,0
253,0.06231139216003709
254,-0.04871713255111487
255,-0.05915987276049439
256,0
257,-0.08309690442065128
258,0
259,0
260,0
261,0
262,0
263,-0.07416982068651815
264,0.0416216221662668
265,0.09255063971252298
266,0
267,0
268,0.08557748272961756
269,0.07120272871244246
270,0.04173403453587943
271,0.05490880221116248
272,0.057223532878518724
273,0.04594937050538469
274,0
275,0
276,0.05894145358327921
277,-0.06053425553243688
278,0
279,0
280,0
281,0
282,0
283,0.06031808438077163
284,0
285,0
286,-0.062260386471726326
287,0
288,0
289,0.04862356183007034
290,0
291,0
292,0.06561537164928516
293,0.05506877330879384
294,-0.045781764750218557
295,0
296,0
297,0.04555420247489517
298,-0.07660482086915565
299,0
300,0.042812031373175685
301,0
302,0.06766425710663287
303,0.05240892300422384
304,-0.06644509232513097
305,-0.058969612875884814
306,-0.0556699616029305
307,0
308,0.051705835393514435
309,-0.038840833682040804
310,0
311,0
312,0
313,0
314,0.04298525987142965
315,0
316,0.06231258340185962
317,0.062401928441053134
318,0.05139857471206871
319,0
320,-0.08347383308442641
321,-0.05818428504513956
322,0
323,0
324,0
325,0.04326506617692774
326,0
327,0.08591191402606044
328,-0.044978976374679513
329,0
330,0.08141648386219848
331,-0.042241207464332874
332,0.06365182346878831
333,0
334,0.07439232807228358
335,0
