replicate,null_r,null_frac
1,-0.1732321785527717,0.5618860510805501
2,-0.1574387401454095,0.5638506876227898
3,-0.21207175885135832,0.5579567779960707
4,-0.2067691036352321,0.5540275049115914
5,-0.26546571881248804,0.5756385068762279
6,-0.238939731163993,0.5363457760314342
7,-0.1351512694809877,0.5893909626719057
8,-0.24952381239167612,0.587426326129666
9,-0.2475029759433816,0.550098231827112
10,-0.16228512937323733,0.5599214145383105
11,-0.23063883486290482,0.6011787819253438
12,-0.14564865072662186,0.5776031434184676
13,-0.24337038681715337,0.5677799607072691
14,-0.20752010985607994,0.5834970530451866
15,-0.18823226595992387,0.5717092337917485
16,-0.14727632099492685,0.5638506876227898
17,-0.16554776413046454,0.593320235756385
18,-0.19877517004356673,0.5599214145383105
19,-0.21261968738013864,0.5717092337917485
20,-0.17367298132467948,0.5992141453831041
21,-0.21914590059027347,0.550098231827112
22,-0.1998128437288928,0.5834970530451866
23,-0.16989072700710262,0.581532416502947
24,-0.24892287205470287,0.5638506876227898
25,-0.21714548274546,0.550098231827112
26,-0.142825920340838,0.5736738703339882
27,-0.1919107646347594,0.5795677799607073
28,-0.16787221329192453,0.5795677799607073
29,-0.24760238225897466,0.5736738703339882
30,-0.16797735729655708,0.555992141453831
31,-0.22013936130995507,0.5913555992141454
32,-0.2978050451227759,0.5834970530451866
33,-0.06947673593531242,0.5618860510805501
34,-0.18942507046747192,0.5618860510805501
35,-0.24638318357168376,0.5756385068762279
36,-0.2397553308287335,0.5618860510805501
37,-0.1657128641559378,0.5658153241650294
38,-0.14749905970071375,0.5638506876227898
39,-0.12331376452410896,0.5913555992141454
40,-0.20473897370700928,0.587426326129666
41,-0.17495355731525417,0.5913555992141454
42,-0.3178826319822973,0.6110019646365422
43,-0.236963486924444,0.6286836935166994
44,-0.1408608900833886,0.5795677799607073
45,-0.26962966312846653,0.5736738703339882
46,-0.2626113618137714,0.5599214145383105
47,-0.21124941915540146,0.6110019646365422
48,-0.2030465019025111,0.5795677799607073
49,-0.22553651039510472,0.593320235756385
50,-0.1358695322920877,0.550098231827112
51,-0.12664490459084649,0.5540275049115914
52,-0.19623139148284358,0.587426326129666
53,-0.215788331152625,0.587426326129666
54,-0.2961885865304825,0.5579567779960707
55,-0.22181633482131238,0.5206286836935167
56,-0.19608036281632338,0.6090373280943026
57,-0.13588576652602583,0.5756385068762279
58,-0.20071164003782963,0.5540275049115914
59,-0.1756481187208358,0.5717092337917485
60,-0.13337215356251375,0.5658153241650294
61,-0.09408909243426121,0.555992141453831
62,-0.06603032791799238,0.5795677799607073
63,-0.1889149957544176,0.5992141453831041
64,-0.13427917538412376,0.5717092337917485
65,-0.2498336740260782,0.5992141453831041
66,-0.296198232254573,0.5854616895874263
67,-0.17100704241342735,0.5461689587426326
68,-0.2200874466379727,0.5599214145383105
69,-0.15021404640419492,0.5776031434184676
70,-0.18676287298204397,0.5579567779960707
71,-0.19088241476353232,0.5638506876227898
72,-0.17237930507400792,0.5481335952848723
73,-0.17009557835175912,0.5736738703339882
74,-0.2565960766615416,0.587426326129666
75,-0.28216371155939807,0.5776031434184676
76,-0.14776749554716084,0.5461689587426326
77,-0.18738683226454683,0.5677799607072691
78,-0.24499476472653947,0.5677799607072691
79,-0.1827237542117175,0.5677799607072691
80,-0.08408769803810968,0.5540275049115914
81,-0.20815454952184828,0.5658153241650294
82,-0.24214727134516123,0.5834970530451866
83,-0.2782432665725142,0.5854616895874263
84,-0.14159338893617504,0.6051080550098232
85,-0.17102873279199216,0.5520628683693517
86,-0.28366727883121023,0.5756385068762279
87,-0.17278896475911956,0.5442043222003929
88,-0.2126388048040878,0.5795677799607073
89,-0.1616506809697474,0.5638506876227898
90,-0.20892685966866914,0.5638506876227898
91,-0.23017172176682077,0.5618860510805501
92,-0.20232238333754254,0.587426326129666
93,-0.15535760830931042,0.5677799607072691
94,-0.16757096498863078,0.6129666011787819
95,-0.19365041845882125,0.5893909626719057
96,-0.1711238603481511,0.5481335952848723
97,-0.1999964405156838,0.5717092337917485
98,-0.13973039079195762,0.5952848722986247
99,-0.09051909085418136,0.5756385068762279
100,-0.19723289532362662,0.555992141453831
101,-0.19437787352726701,0.5854616895874263
102,-0.18281184183956112,0.5461689587426326
103,-0.21513318315419402,0.5854616895874263
104,-0.24966428257116743,0.550098231827112
105,-0.23576318643319527,0.5756385068762279
106,-0.1178359445951083,0.5658153241650294
107,-0.251611130392628,0.5599214145383105
108,-0.06201150584218813,0.593320235756385
109,-0.2035670876348831,0.6326129666011788
110,-0.16214600058074316,0.5284872298624754
111,-0.21594049966058015,0.5756385068762279
112,-0.16543965248942055,0.5658153241650294
113,-0.18724165086593134,0.5834970530451866
114,-0.09651407501941718,0.5834970530451866
115,-0.16270757914208855,0.581532416502947
116,-0.08394959811081525,0.5756385068762279
117,-0.18947270791627271,0.6110019646365422
118,-0.15898411456774572,0.5736738703339882
119,-0.30699745756764796,0.581532416502947
120,-0.13271683103877557,0.555992141453831
121,-0.17373421693139018,0.5677799607072691
122,-0.22899831109970212,0.5697445972495089
123,-0.1840499415166832,0.581532416502947
124,-0.26004905259553845,0.5736738703339882
125,-0.21812580286835204,0.5658153241650294
126,-0.21136688627561434,0.5697445972495089
127,-0.08690013415572852,0.5795677799607073
128,-0.1664375137958162,0.5776031434184676
129,-0.23202772599831226,0.5717092337917485
130,-0.2114602103169235,0.5756385068762279
131,-0.21700081211409886,0.5658153241650294
132,-0.14712638904181644,0.5697445972495089
133,-0.11261737422439487,0.6070726915520629
134,-0.23347792175605261,0.5854616895874263
135,-0.2141212905066838,0.5638506876227898
136,-0.26445703345260513,0.5854616895874263
137,-0.1299216092935294,0.555992141453831
138,-0.2538699251382179,0.5343811394891945
139,-0.1862989062316359,0.5697445972495089
140,-0.15864384310471497,0.5834970530451866
141,-0.20815442466737222,0.5776031434184676
142,-0.1648087916411614,0.5834970530451866
143,-0.18920706498743858,0.5343811394891945
144,-0.19907422579502465,0.555992141453831
145,-0.18202016113897,0.5402750491159135
146,-0.08923079356104968,0.6110019646365422
147,-0.1369666409746369,0.5677799607072691
148,-0.15143811143972039,0.5540275049115914
149,-0.19382960321806433,0.5658153241650294
150,-0.25311779459885503,0.5658153241650294
151,-0.15857371026788014,0.581532416502947
152,-0.16942986886421704,0.5520628683693517
153,-0.20486387438776546,0.5579567779960707
154,-0.1316775922966796,0.6051080550098232
155,-0.2583793805225873,0.581532416502947
156,-0.05647523452479863,0.5854616895874263
157,-0.10568908517612563,0.581532416502947
158,-0.14531678874167556,0.5736738703339882
159,-0.1485751017114396,0.5284872298624754
160,-0.19934098709453982,0.6129666011787819
161,-0.1744372742299051,0.6129666011787819
162,-0.23448130653089652,0.5520628683693517
163,-0.13622776706988027,0.5736738703339882
164,-0.19795790881092584,0.5599214145383105
165,-0.17690267815147506,0.581532416502947
166,-0.1945734297826102,0.5756385068762279
167,-0.1792453070037903,0.5834970530451866
168,-0.26607546799274057,0.5992141453831041
169,-0.2748356096180844,0.5834970530451866
170,-0.23325129413629506,0.5442043222003929
171,-0.14784719596977672,0.5697445972495089
172,-0.17652555592272282,0.5618860510805501
173,-0.2443858017441794,0.5402750491159135
174,-0.1520037052761022,0.593320235756385
175,-0.2302020332791276,0.5697445972495089
176,-0.2196117183408884,0.5776031434184676
177,-0.19043196778943414,0.5599214145383105
178,-0.2478808953217271,0.581532416502947
179,-0.12332599103970213,0.5697445972495089
180,-0.19083351809550897,0.5638506876227898
181,-0.1520289679832524,0.5579567779960707
182,-0.2558578180654304,0.5579567779960707
183,-0.10631289221767876,0.5579567779960707
184,-0.20700557884736573,0.6110019646365422
185,-0.1954655560766747,0.5677799607072691
186,-0.1618937008764238,0.5618860510805501
187,-0.13501578482411256,0.5736738703339882
