uniprot_id,protein,gene,description,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR8_T1,CR8_T2,CR9_T2,CR10_T2,CR12_T1,CR12_T2,CR15_T1,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR72_T1,CR72_T2,CR149_T1,CR149_T2,CR163_T1,CR163_T2,CR383_T1,CR386_T2,logFC_Baseline_Supplement,CI.L_Baseline_Supplement,CI.R_Baseline_Supplement,average_intensity_Baseline_Supplement,t_Baseline_Supplement,B_Baseline_Supplement,P.Value_Baseline_Supplement,adj.P.Val_Baseline_Supplement,sig.PVal_Baseline_Supplement,sig.FDR_Baseline_Supplement,logFC_Training_CRE,CI.L_Training_CRE,CI.R_Training_CRE,average_intensity_Training_CRE,t_Training_CRE,B_Training_CRE,P.Value_Training_CRE,adj.P.Val_Training_CRE,sig.PVal_Training_CRE,sig.FDR_Training_CRE,logFC_Training_PLA,CI.L_Training_PLA,CI.R_Training_PLA,average_intensity_Training_PLA,t_Training_PLA,B_Training_PLA,P.Value_Training_PLA,adj.P.Val_Training_PLA,sig.PVal_Training_PLA,sig.FDR_Training_PLA,logFC_Supplement_Interaction,CI.L_Supplement_Interaction,CI.R_Supplement_Interaction,average_intensity_Supplement_Interaction,t_Supplement_Interaction,B_Supplement_Interaction,P.Value_Supplement_Interaction,adj.P.Val_Supplement_Interaction,sig.PVal_Supplement_Interaction,sig.FDR_Supplement_Interaction,pi_score_Baseline_Supplement,sig_pi_Baseline_Supplement,pi_score_Training_CRE,sig_pi_Training_CRE,pi_score_Training_PLA,sig_pi_Training_PLA,pi_score_Supplement_Interaction,sig_pi_Supplement_Interaction
P60709,ACTB_HUMAN,ACTB,"Actin, cytoplasmic 1",26.642806946762,30.1506064489326,32.0418601360258,26.915386182754,26.0811753070768,25.7381186109961,30.5782808207393,26.8091336921714,27.0227924245087,28.4795525040719,29.1773862600372,26.7709745446889,28.5963161721805,28.1245322561137,26.9778089645767,28.2963263778631,27.1119694684542,29.8203103809163,27.6294973626807,29.4059783199633,27.1835667573189,28.9958382010407,27.2260852250811,27.4324171800713,26.7373410878441,26.9024169550857,26.7431111078475,28.3124228624718,-1.39364483238182,-2.98353863000255,0.196248965238905,27.9251433056527,-1.79563592618159,-4.34818505583601,0.0833628935144508,0.67333684187405,-1,0,0.83184631494554,-0.518956340196006,2.18264897008709,27.9251433056527,1.26149485537808,-4.87406607253343,0.217548850452316,0.955919148852813,0,0,-0.396123275379907,-1.85486397419384,1.06261742343403,27.9251433056527,-0.556271171952966,-5.73174745945637,0.582448243826835,0.883361554981566,0,0,1.22796959032545,-0.760143142774369,3.21608232342526,27.9251433056527,1.26526326013452,-5.18992662460264,0.216215019466147,0.680459622653566,0,0,0.03134868237276708,-1,0.2811571026458986,0,0.8072591358932718,0,0.15249656486881694,0
P32119,PRDX2_HUMAN,PRDX2,Peroxiredoxin-2,27.041631092288,26.9983808553653,32.3161167536153,27.5918288664947,26.6645570347278,27.0944527798575,31.3509139400735,26.6120412103186,26.5661851359465,27.3299596478013,28.7609306490827,27.4878568995747,27.4275983964459,26.2822497689992,28.4376865636703,29.2795957212092,28.0341614317008,29.8611798359459,28.5604787408828,27.1896374518409,27.506001205082,29.1770897834748,28.3274688887401,26.9268262518988,26.7781200700644,27.146084053107302,26.491724952851,28.4220418887755,-1.12211372227808,-2.64817289074091,0.403945446184747,27.9165285667798,-1.50625947986646,-4.75205943525603,0.143210406825217,0.67333684187405,0,0,0.466902732818653,-0.829664861663178,1.76347032730048,27.9165285667798,0.737675815128364,-5.31747114867894,0.466854657085786,0.956335103091851,0,0,-0.911631003338506,-2.31180290234602,0.488540895669006,27.9165285667798,-1.33374259607648,-5.05621895796928,0.193046505664868,0.731035043395486,0,0,1.37853373615716,-0.529755779045056,3.28682325135937,27.9165285667798,1.47981500614427,-4.92488071567748,0.150097322386198,0.668105287528259,0,0,0.11295552866645889,0,0.7007127655781327,0,0.22324784845280563,0,0.07321537961048771,0
P14618,KPYM_HUMAN,PKM,Pyruvate kinase PKM,27.5967977623912,27.6587072739923,26.9240092399278,27.3586754599051,27.8533037313188,27.6431568992168,27.6445134075477,27.7415381035299,27.20052164635,27.5809222935515,27.383514611831,27.5099655401637,27.6686628339134,27.7072262346794,27.9250305303302,27.4754608534467,27.905025260011,26.865879150129,27.7227677658032,27.9357066949368,27.7138144079251,28.1075527212024,27.6455883889373,27.9930313174319,27.5220189181002,27.4002205618274,27.4006123757491,27.5038680040363,0.181978871276126,-0.152134503410189,0.51609224596244,27.5924318567209,1.11547564238936,-5.20107947730076,0.27408911081926,0.694377860400283,0,0,0.187738947547579,-0.0961298456510469,0.471607740746206,27.5924318567209,1.35447100584139,-4.77366404312974,0.186370500453208,0.955919148852813,0,0,0.29177221898561,-0.0147795635311641,0.598324001502384,27.5924318567209,1.94927484310056,-4.18365975581781,0.061300767997946,0.609847559378998,1,0,-0.104033271438031,-0.521831652378235,0.313765109502174,27.5924318567209,-0.509962789796816,-5.81504774969713,0.61405715032316,0.860181574052455,0,0,0.7901475192804162,0,0.7294934185287704,0,0.4428087964291792,0,0.9505318374449525,0
P60174,TPIS_HUMAN,TPI1,Triosephosphate isomerase,27.8757105790542,27.6593585870598,27.0520841493666,27.1792823865799,27.7563793235287,27.7803152159971,27.765375328241,27.8713257832563,27.4198141102022,27.0745854678025,27.3879970545516,27.370183174001,27.4351985982974,27.5316037003261,27.4881424844345,27.5702159404519,27.6306760906076,27.4172913217252,27.1971275075616,27.3476561096375,27.6160149955586,27.647302431153,27.1809352635535,27.5034169651932,27.7093503408638,27.5578106145693,27.787665971502,27.1563526506173,0.205674725735985,-0.107814964862458,0.519164416334429,27.4988990052033,1.34366389949228,-4.95302836947014,0.189800005502158,0.67333684187405,0,0,-0.00679526611681425,-0.273141802629876,0.259551270396248,27.4988990052033,-0.0522507346394755,-5.55412927565901,0.958698335162404,0.99383018967471,0,0,0.0123919646364072,-0.275237417287648,0.300021346560462,27.4988990052033,0.0882347994169074,-5.87510460761785,0.930315457324584,0.988693524394209,0,0,-0.0191872307532215,-0.411196336334352,0.372821874827909,27.4988990052033,-0.100241862912117,-5.93509456399413,0.920863599778534,0.97212929429091,0,0,0.710499494255308,0,0.9997134247949909,0,0.999105309674346,0,0.998419390826593,0
P09104,ENOG_HUMAN,ENO2,Gamma-enolase,27.587241967876,27.9410386499926,28.8498396282206,27.3501599684889,28.179056168048,27.6105730632198,25.6840744297982,27.8674522655194,26.4713459202201,27.0157609198143,27.4018940901066,27.5690738316707,27.3060655304145,28.0030551618794,27.5506034146267,26.8961185562349,27.4512043424758,26.841881076931,27.700197153825,26.9408393818565,27.6030767769893,27.6575684470295,27.1266769077127,27.5666580884161,26.8503501353513,26.8772983804853,27.2700765291292,27.3643288704477,-0.369454490787529,-1.00415076205279,0.265241780477729,27.3761967734564,-1.19214199890748,-5.12231585994465,0.243169456819236,0.687871103597068,0,0,-0.113367461316081,-0.652616944342288,0.425882021710127,27.3761967734564,-0.430558006274219,-5.47372372121523,0.670072036979017,0.980544387846788,0,0,-0.155565804659236,-0.737904878920439,0.426773269601966,27.3761967734564,-0.547105641914457,-5.73654802273886,0.588622236157539,0.885685033565232,0,0,0.0421983433431556,-0.751469598780896,0.835866285467207,27.3761967734564,0.108890388728679,-5.9342220168408,0.914062765463522,0.969236225364245,0,0,0.5930909967732912,0,0.9556257316587298,0,0.9208617955762076,0,0.9962154037325053,0
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1,27.21677779893,27.1993197817016,29.3788270950256,26.7639655966006,27.3546389464251,26.90860808263,28.4258241007998,27.5611846780699,27.2239905808819,27.2015545403629,28.0291552842796,27.7891704328481,27.3401988775937,27.4248208979736,27.0849606640827,27.6859564938356,27.1690689687377,27.967298523917002,27.3649111109969,27.4673441515837,27.379134763686,27.8184991038245,27.6284312253307,27.6148519610454,27.0366286598705,27.0369834448875,27.2093480942489,27.5377774030766,-0.563703431136965,-1.11871854256976,-0.00868831970417194,27.4935439736874,-2.08007433665692,-3.89846862544944,0.0467485771958746,0.67333684187405,-1,0,0.0764569414048566,-0.395093980605813,0.548007863415526,27.4935439736874,0.33206362721266097,-5.50671786416575,0.742303763981417,0.982502467270321,0,0,-0.667059893271649,-1.17629084487066,-0.157828941672639,27.4935439736874,-2.68276741278473,-2.84393125664685,0.0120907636634127,0.551156320958584,-1,0,0.743516834676505,0.0494877040807169,1.43754596527229,27.4935439736874,2.19404783600701,-3.80745373639361,0.0366574253201868,0.668105287528259,1,0,0.17788686505126367,0,0.9774736745975223,0,0.05258741114653219,0,0.08559142250057317,0
P31415,CASQ1_HUMAN,CASQ1,Calsequestrin-1,27.1603569788979,27.2183584641235,NA,27.3738875702233,27.1848491357145,26.9286361953166,27.4266784667704,27.6178423548206,27.6590052158691,27.6430213926638,26.8548035516601,27.4307664606892,27.3417831186081,27.2796599257404,27.2122066972902,26.9941786610484,27.5534374132782,26.5309284584955,27.1204554086224,27.4966934171457,27.143160194571202,26.5963531862768,27.0421369845406,26.8688960596064,27.3353134546403,27.037949448349,27.4716447116866,26.8438757180255,0.241406844248278,-0.15028116026544,0.633094848761996,27.1987732831361,1.26433188613406,-5.01517804144978,0.216869552221598,0.67333684187405,0,0,0.00284021826506731,-0.3175763593704,0.323256795900535,27.1987732831361,0.0181839622886607,-5.55518936448617,0.9856252208597,0.998179408509992,0,0,0.0597739190346722,-0.298584539954424,0.418132378023768,27.1987732831361,0.342173091860571,-5.79096394582917,0.734858281571228,0.93995637484147,0,0,-0.0569337007696049,-0.537649384258988,0.423781982719778,27.1987732831361,-0.242958952565322,-5.89368491386879,0.809865439415121,0.942965604227622,0,0,0.6914388770382751,0,0.9999588770492881,0,0.9817535139399929,0,0.9880652044621356,0
P00558,PGK1_HUMAN,PGK1,Phosphoglycerate kinase 1,27.1894552148043,27.1124190682301,27.7912662393836,26.7689791241887,27.5288455015182,27.1529958002997,27.9956067663284,27.4840007488941,27.4547989016998,26.991570557232,27.4783724770492,27.2914449227429,27.1899721184814,27.2820820506686,27.2430814367652,27.6371417888602,27.6102186362477,27.1978180008181,27.2285519616672,27.0094306050882,27.2394875735506,27.7414013398622,27.152846413287,27.0825487477697,27.1565650040411,27.1470794892217,27.2672299182584,27.2498674146498,0.0412149612322459,-0.3100525094871,0.392482431951591,27.3098242079146,0.240297884509026,-5.74317822447626,0.811842584822174,0.937659443250099,0,0,-1.7761345389288e-4,-0.298620838292323,0.298265611384537,27.3098242079146,-0.00121884118567471,-5.5553350102853,0.9990361115775,0.999360524709737,0,0,-0.239203666970219,-0.56149447436538,0.0830871404249411,27.3098242079146,-1.52003259199179,-4.82061679008356,0.139668340843317,0.692892631370543,0,0,0.239026053516326,-0.200222990857576,0.678275097890228,27.3098242079146,1.11446748198107,-5.3542420592,0.274513792358054,0.715441746066439,0,0,0.9914455890060463,0,0.999999828717901,0,0.6244595338143886,0,0.7341794244605454,0
P04792,HSPB1_HUMAN,HSPB1,Heat shock protein beta-1,27.1760509198324,26.9235807521495,27.5855786073109,27.4220507289673,26.042260676126,26.482110837445,28.2400387911799,27.6361194520113,27.501778392484,27.3292549221308,27.1786547811708,27.1739054613829,27.4503358282185,26.9629341459683,27.0201295117281,27.326989564819,27.2520368601525,27.4598967242149,27.2493881878378,26.9250801027721,26.6257138037242,27.7371350061763,26.8572278490012,27.4091698592486,26.5888939530272,27.154363978518,27.4926599434095,27.3375571600162,-0.179799043990009,-0.662717807146628,0.30311971916661,27.1978891714651,-0.762511299812825,-5.50089350273178,0.452104170296294,0.785527168289265,0,0,0.339123042515219,-0.0711735121765735,0.749419597207011,27.1978891714651,1.69274841254186,-4.35831869100403,0.101556089323737,0.955919148852813,0,0,0.0697044585860489,-0.373377497637481,0.512786414809579,27.1978891714651,0.322188087729504,-5.82930019769321,0.749693366328505,0.947806997932845,0,0,0.26941858392917,-0.33445630602969,0.87329347388803,27.1978891714651,0.913720909111503,-5.54327315988221,0.36863200957997,0.738491577965969,0,0,0.866986258830802,0,0.4604167406162407,0,0.9801190577029609,0,0.7642441298407084,0
P05976,MYL1_HUMAN,MYL1,"Myosin light chain 1/3, skeletal muscle isoform",26.431055059779,29.5766120842739,NA,27.3012398214205,25.6742835583221,25.0082321181761,25.7346731299093,26.4189978078846,26.8021443800973,27.7771540967404,25.9151266156786,26.1246765532912,27.7439431593156,27.8706979452553,26.4634507797448,26.809047432056,25.9549642163272,24.4765002213771,26.8543515593448,28.8142893339788,26.5484543337294,25.8753775826296,25.8707864669674,26.8245560138136,25.8247982468307,26.6369427229637,27.532187339775,25.838862001378,0.484215717727555,-0.695471222007908,1.66390265746302,26.6186446141133,0.842234439000963,-5.41048497652393,0.40706256544121,0.76606955738121,0,0,0.0241501687495642,-0.940881304145736,0.989181641644864,26.6186446141133,0.0513498970126411,-5.55416881634626,0.959425088402969,0.99383018967471,0,0,1.15604604844946,0.076741119675835,2.23535097722309,26.6186446141133,2.19781866734433,-3.74598657659966,0.0367273556520599,0.609847559378998,1,0,-1.1318958796999,-2.57971661202608,0.315924852626283,26.6186446141133,-1.60417805990157,-4.74116914802229,0.120320985292253,0.668105287528259,0,0,0.6471303985514263,0,0.9990001750487483,0,0.02193117839343125,1,0.09100016858464087,0
P11217,PYGM_HUMAN,PYGM,"Glycogen phosphorylase, muscle form",27.0901172851865,27.3920174898858,24.0935152808003,26.9932495711992,26.9167360434884,26.5600197023269,25.3815972947009,27.0995869771524,26.5233002023466,26.872199265873,26.9295011226726,27.2307167743953,27.1141038345876,27.6039407270324,27.4680884635506,27.3083902305984,27.502470806971,25.1482452480476,26.8173052083753,27.0675228136483,26.465571612654,26.8145394963442,27.0076284043736,26.9126054136294,27.3226783187089,26.8552590730273,26.6831782683468,26.5424366477552,0.396594111157079,-0.409756763111403,1.20294498542556,26.7755900563457,1.00729153789682,-5.30410145430161,0.32238435820937,0.722434039078269,0,0,-0.0557846460606584,-0.740874998364435,0.629305706243118,26.7755900563457,-0.166763044682569,-5.54305333009688,0.868749897981137,0.986326495554669,0,0,0.61062520306367,-0.129208388072983,1.35045879420032,26.7755900563457,1.69033842849117,-4.58291045706148,0.102020971146955,0.646792470236642,0,0,-0.666409849124328,-1.67472653221247,0.341906833963812,26.7755900563457,-1.35355977512913,-5.0852031913059,0.186657793057912,0.668105287528259,0,0,0.6382987713555691,0,0.9921818225072742,0,0.24813086876998816,0,0.3267517778499207,0
