uniprot_id,gene,pre_mean,post_mean,pre_sd,pct_miss,shift,effect_d,imputation_reliable
P81605,DCD,18.050906882932594,18.053026078649175,1.2307118628006553,55.26315789473685,0.002119195716581146,0.0017219267812683813,FALSE
Q9Y5Y7,LYVE1,18.02136765191334,17.78801293369783,1.0112439646120461,42.10526315789473,-0.23335471821551224,-0.23076006026402984,TRUE
P82675,MRPS5,18.86657576448156,18.917431066988723,0.8543642618008933,71.05263157894737,0.05085530250716275,0.05952414535688339,FALSE
O75781,PALM,17.890256826945446,17.598797359218043,0.8540832230603123,60.526315789473685,-0.29145946772740317,-0.3412541774126634,FALSE
Q07065,CKAP4,17.739084085051715,17.595967437589806,0.9606275031262703,44.73684210526316,-0.143116647461909,-0.14898245885751715,TRUE
P29373,CRABP2,17.740524695436967,17.756701127030947,1.1888907695729092,78.94736842105263,0.016176431593979856,0.013606322807763907,FALSE
Q9UHX1,PUF60,16.839510281098594,16.79606723299782,0.6170009801001756,28.947368421052634,-0.04344304810077304,-0.07041001473566488,TRUE
P08571,CD14,17.76272829765506,17.56425878802649,0.8105960694879892,55.26315789473685,-0.1984695096285698,-0.24484390820440632,FALSE
P14207,FOLR2,17.89911109984055,17.612631625409403,0.8763754048151561,68.42105263157895,-0.28647947443114674,-0.32689127610966057,FALSE
P16070,CD44,17.057056460688333,16.810688310505817,1.5061015416248127,31.57894736842105,-0.24636815018251568,-0.1635800398402944,TRUE
P09486,SPARC,17.462061875749903,17.114379541328606,1.063037745999412,36.84210526315789,-0.3476823344212967,-0.3270649003102182,TRUE
P20472,PVALB,17.946878652360553,18.002865140956366,1.0250828841138397,44.73684210526316,0.055986488595813455,0.05461654805036811,TRUE
Q9ULV4,CORO1C,17.254926656259965,16.9595283448058,1.0969609864967145,34.21052631578947,-0.2953983114541643,-0.26928789181241225,TRUE
P13647,KRT5,17.40805556795414,17.34355389629124,0.9836911283983187,60.526315789473685,-0.06450167166289944,-0.06557106168876747,FALSE
P09668,CTSH,17.56714729495163,17.460139036729892,0.8524091035092498,63.1578947368421,-0.10700825822173954,-0.1255362686545714,FALSE
O75636,FCN3,17.77961659661343,17.640764756276926,0.7694720489504269,63.1578947368421,-0.13885184033650333,-0.18045079158612665,FALSE
Q9Y2V2,CARHSP1,17.117386924053623,16.854138217234137,1.147255127311785,36.84210526315789,-0.26324870681948553,-0.22945960366838566,TRUE
Q9UEY8,ADD3,17.57974476111292,17.380745676144933,0.6755877702577963,57.89473684210527,-0.19899908496798702,-0.2945569676195461,FALSE
Q96D15,RCN3,16.945376088141412,16.597902304754303,1.387404193914268,55.26315789473685,-0.3474737833871089,-0.2504488489448666,FALSE
P53634,CTSC,17.389282376045283,17.101802383925673,0.9973759199146484,60.526315789473685,-0.28747999211961073,-0.2882363473786415,FALSE
Q86UX7,FERMT3,17.216480933146578,16.97548710735598,0.9501613381957662,34.21052631578947,-0.24099382579059636,-0.25363463666940245,TRUE
Q9HCU0,CD248,16.74483052839582,16.320028853133866,1.1991888355821032,63.1578947368421,-0.42480167526195345,-0.3542408523639638,FALSE
Q86V81,ALYREF,17.227974957767348,17.2699732455329,0.687067938646622,65.78947368421053,0.04199828776555137,0.06112683390274196,FALSE
P21589,NT5E,17.094268066332045,16.93309613649812,0.8021722513137391,52.63157894736842,-0.1611719298339267,-0.2009193531314142,FALSE
O43301,HSPA12A,17.118984238539618,16.695940960041135,1.271550436446296,47.368421052631575,-0.4230432784984828,-0.3326987796731019,TRUE
P61254,RPL26,17.004708959495535,16.914685222514468,0.7698495847963968,52.63157894736842,-0.0900237369810668,-0.11693678708013529,FALSE
P40121,CAPG,16.82779125948302,16.587358407539345,1.242497116197323,34.21052631578947,-0.2404328519436767,-0.19350777463333216,TRUE
P02461,COL3A1,17.248722892860425,17.116971319649107,1.067320299502092,60.526315789473685,-0.13175157321131792,-0.12344145733270546,FALSE
Q16647,PTGIS,17.03473936127403,16.786752739812645,1.1207317405699537,42.10526315789473,-0.2479866214613864,-0.2212720604622758,TRUE
P54868,HMGCS2,17.7591286224085,17.74752707572768,0.7418175083292372,57.89473684210527,-0.011601546680818586,-0.015639354087163885,FALSE
Q07954,LRP1,17.328369953006316,17.073175373173672,0.6407125745746343,52.63157894736842,-0.2551945798326436,-0.39829806680798474,FALSE
Q92954,PRG4,16.379172041262606,16.21268873548586,1.102590603250914,71.05263157894737,-0.16648330577674741,-0.15099285744489624,FALSE
P63096,GNAI1,17.21091672387476,17.000193385086753,0.8768319448832247,50,-0.2107233387880072,-0.24032351925324874,FALSE
Q86VB7,CD163,17.09622066373178,16.858015634028607,0.9453160387864262,44.73684210526316,-0.23820502970317392,-0.2519845426604374,TRUE
Q9BUB7,TMEM70,17.53163267866182,17.379443733302043,0.9677361819100392,68.42105263157895,-0.15218894535977512,-0.15726284518927144,FALSE
Q8N2U0,TMEM256,17.251270334945236,17.14441209652487,0.6665499243707648,34.21052631578947,-0.10685823842036513,-0.16031543101777596,TRUE
Q96GZ6,SLC41A3,16.76366403455204,16.796743438809226,1.0797666181167125,63.1578947368421,0.033079404257186695,0.03063569821678922,FALSE
P48509,CD151,17.02474129051372,16.802718343236563,1.3584686887501518,68.42105263157895,-0.2220229472771571,-0.16343619040747087,FALSE
Q9P0P8,MTRES1,17.687928615596146,17.592280484955047,0.5057349264710331,55.26315789473685,-0.09564813064109856,-0.18912700237755278,FALSE
Q9UJ68,MSRA,17.408732501808856,17.428195052144982,0.5553607230340114,52.63157894736842,0.019462550336125872,0.035044880793512555,FALSE
P52597,HNRNPF,17.159014090653883,17.145346371817258,0.593617080590158,52.63157894736842,-0.013667718836625653,-0.023024470291585237,FALSE
P40261,NNMT,17.15116837435362,17.08434604139902,0.9401004587429872,34.21052631578947,-0.06682233295460094,-0.07107999185953956,TRUE
Q14139,UBE4A,17.53962910113696,17.510970012617115,0.351464334585763,57.89473684210527,-0.028659088519845,-0.08154195376217246,FALSE
P01344,IGF2,17.17556918409597,17.06256649406093,0.8256656306091588,50,-0.11300269003503871,-0.13686253350725971,FALSE
P39210,MPV17,16.87225391251852,16.815273994253577,0.9128209385618703,71.05263157894737,-0.05697991826494331,-0.062421791457494324,FALSE
P07686,HEXB,16.830374887223993,16.46834993720833,1.0377986313488021,71.05263157894737,-0.3620249500156625,-0.3488393018452407,FALSE
Q14696,MESD,17.162599339714564,17.203625883944266,0.4290896469028638,50,0.041026544229701756,0.09561299025932742,FALSE
Q96I23,PYURF,17.10827214033583,17.034381853030517,1.0366308509265054,42.10526315789473,-0.07389028730531422,-0.0712792670980934,TRUE
