replicate,perm_r
1,-0.025551191938506277
2,-0.003753423935680901
3,0.004223428882009738
4,0.03447212702818827
5,0.007822532462148198
6,0.0329630890066077
7,-0.014089033311632115
8,0.030043975028444612
9,-0.024577619391833963
10,0.025395670844979117
11,-0.028057102149905325
12,5.987928965203468e-4
13,0.011578535197919996
14,0.015277486948141699
15,-0.01765811733252258
16,-0.005539469009833306
17,0.04705231315364624
18,0.005045865164170644
19,0.011913891528915574
20,0.03142810630607205
21,0.007348101887198529
22,0.008361162974111516
23,-0.00834497602389979
24,-0.01583384668941819
25,4.417200177771612e-4
26,0.008590090181311617
27,-0.0244804564795137
28,-0.027150183153455517
29,0.01583468992991668
30,-1.0515496307150621e-4
31,-0.03791422415910651
32,0.008781412722815896
33,-0.005038813800235716
34,0.010313330835073953
35,0.029112934289529446
36,-0.012981214607006974
37,0.029016554395833536
38,-0.04157225379346138
39,0.015586456821943349
40,-0.013651544078506961
41,-0.0036926307103142433
42,-1.8187828669072399e-4
43,-0.007355170763411283
44,-9.268100473895511e-4
45,0.027208961941592728
46,-0.05274804560134205
47,0.019061686819376145
48,0.00292541904190773
49,-0.012000980938671156
50,0.02017898930102519
51,0.053474955240258935
52,-0.004516106579267921
53,-0.02078367722344884
54,0.0044251093039315275
55,-0.029951595912109018
56,0.02625122344478248
57,-1.3460123941553364e-5
58,4.4869778634053014e-4
59,0.008927207842295047
60,-0.03205317299566061
61,-0.0018047424613849461
62,-0.025072306008694315
63,-0.014173375194263777
64,7.098293304706972e-4
65,-0.00599553108873627
66,-0.023107141737097058
67,-0.021391152818351414
68,-0.013187942391000304
69,0.014382420858062107
70,0.04835387603304977
71,-0.013262632378668428
72,0.039385099633235325
73,-0.06820692516598459
74,0.004655279676273447
75,-0.014598867618863037
76,0.0019412344552845208
77,-0.004360401820620059
78,0.02626580826666012
79,0.012634332826715519
80,-0.012060845840855438
81,0.007505517552326116
82,-0.007826306909541716
83,0.006851629331245899
84,0.009015064488541145
85,0.05340935779259293
86,0.002924712183531576
87,-0.04216405726538084
88,-0.015617852167218383
89,0.0034051146846283127
90,0.01179337364005345
91,0.028899618334738798
92,-0.0082379639473706065
93,-0.007217712812486372
94,-0.01586609653999578
95,-0.01572339803366659
96,0.02840974709456422
97,0.037365793629563396
98,-0.006597849601212776
99,-0.028084893659819987
100,-0.014996212469212641
101,0.035786693746665266
102,-0.007608802729275321
103,-0.01993178514995463
104,-0.007728620771581569
105,-0.046258094328400425
106,0.03640645725693439
107,-0.002519442542291409
108,-0.026822940552845523
109,-0.0055300374854469715
110,-0.03436806593117411
111,0.024975311151272075
112,0.004781999357766739
113,0.011433770613204436
114,0.017592890918361664
115,0.02097777348902013
116,1.2131108763691173e-4
117,0.03644747812185163
118,-0.023836417329649015
119,-8.091696429418433e-5
120,-0.006984489329268995
121,0.007887493917990844
122,-0.018987563772229193
123,0.010760867724803393
124,0.03601871304979
125,0.03927339390957625
126,0.026749364978620065
127,0.022809190226454206
128,0.003912162113307827
129,0.0022146584583081466
130,-0.020660481960542983
131,0.01374281222615755
132,-0.005710411108866626
133,-0.027009395113117753
134,0.018010919667672903
135,-0.0378316317911442
136,0.00413600660572151
137,-0.008070806356537688
138,0.003237994835171201
139,-0.04783868707908921
140,0.01230043429533877
141,0.008520598489744638
