"gene","dcv_CRE","dcv_PLA","mean_dcv","dist_origin"
"HBB",114.588283196985,-196.302680242163,-40.857198522589,227.299839235071
"HBA1",132.386394460386,-166.722117764772,-17.1678616521927,212.890633871459
"MB",2.77821900109303,-44.4276271192318,-20.8247040590694,44.5144083669943
"ALB",99.7860207979626,-123.032525327469,-11.6232522647531,158.41165435392
"CKM",9.6750118071856,-29.8918019872383,-10.1083950900264,31.4185562926345
"ALDOA",3.39408245185318,-0.840268680393534,1.27690688572982,3.49654788973753
"GAPDH",0.658042090960253,-5.66071927284508,-2.50133859094242,5.69883866058999
"CKB",-4.10045444392646,3.15619907227323,-0.472127685826615,5.17448733987577
"CA3",-10.5971510757038,-77.1124536138725,-43.8548023447881,77.8372026300594
"FHL1",-5.8448894596011,-22.473582279584,-14.1592358695926,23.2212108485365
"ACTA1",93.6088041438668,66.6459610619021,80.1273826028844,114.909931420697
"ENO1",57.4321531554258,-84.8035968473379,-13.6857218459561,102.421200219066
"ENO3",12.6703464123751,-40.9534182460878,-14.1415359168563,42.8686382364612
"ACTB",60.5039554255673,-52.5182864277967,3.9928344988853,80.1180318745482
"IGHG1",27.5590415373112,-36.0768418717015,-4.25890016719516,45.3986705740488
"PRDX2",76.5219156391575,-123.298046167852,-23.388065264347,145.113789013643
"PKM",-4.8718538116532,-10.4522455496949,-7.66204968067407,11.5318860813502
"TPI1",2.69576017891088,-13.020139174025,-5.16218949755705,13.2962832044591
"ENO2",-4.95233624504028,-27.7368325849349,-16.3445844149876,28.1754772120837
"PGAM1",22.3462410753242,-32.3128800172304,-4.98331947095312,39.2871060935319
"CASQ1",4.64491206521083,-10.4465739360573,-2.90083093542325,11.4326775120727
"PGK1",8.95371345424808,0.31741986583263,4.63556666004035,8.959338144752
"HSPB1",1.25734750852438,1.724827286682,1.49108739760319,2.13446759780402
"MYL1",61.9986287688923,26.4169607726911,44.2077947707917,67.3920305799493
"IGKC",-1.00818816080222,-36.2154028435086,-18.6117955021554,36.229433427604
"PYGM",7.82600492933669,-36.8208339101139,-14.4974144903886,37.6433282666424
"CRYAB",2.62887579828778,-47.9692508317239,-22.6701875167181,48.0412324292338
"LDHA",15.4847532954866,3.93627501778788,9.71051415663725,15.977228972439
"MYL2",29.685218570624,25.7985026500708,27.7418606103474,39.3290597468517
"AK1",10.5898298945723,-18.0873905773373,-3.74878034138249,20.9594416694035
"FABP4",108.100904786879,-25.616739706938,41.2420825399705,111.094657697636
"FABP3",22.843723692415,-38.3667473741906,-7.76151184088779,44.6524693181728
"ATP2A1",15.7948459727203,-21.347716323556,-2.77643517541785,26.5556425554528
"CA2",76.7677061133826,-48.8727680700608,13.9474690216609,91.0045502199788
"MDH1",6.50630305959203,-4.46722423423452,1.01953941267875,7.8922792564752
"SERPINA1",31.2286669265181,-30.9587423479238,0.134962289297121,43.9735530264787
"MYH7",71.4807990923156,4.45086180248504,37.9658304474003,71.6192349139587
"IGHG2",-18.4708009655782,-34.1478234482723,-26.3093122069252,38.8232447711984
