"gene","cv_t1","cv_t2","delta_cv","supplement"
"IGHM",116.413629970092,116.522358132305,0.108728162213481,"Creatine"
"CSTB",20.6891047011463,49.7822324068706,29.0931277057243,"Creatine"
"RTN2",28.3149842204577,30.5626900297232,2.24770580926556,"Creatine"
"LCP1",63.300316990695,117.617954109155,54.3176371184596,"Creatine"
"ACTN2",90.9277470277205,181.704747178713,90.7770001509925,"Creatine"
"NNT",46.1247459706731,43.815313368763,-2.30943260191005,"Creatine"
"TNNT1",51.7630878761836,125.860881919527,74.0977940433431,"Creatine"
"PRDX5",18.8524300799119,23.6594768446477,4.80704676473579,"Creatine"
"PADI2",18.2484534622539,18.157246660717,-0.0912068015368916,"Creatine"
"UQCR10",27.6539980217003,54.1344046188483,26.4804065971479,"Creatine"
"ETFA",38.0638598509203,51.9719518703134,13.9080920193931,"Creatine"
"ACSL1",20.4095053152097,50.4041816217368,29.9946763065271,"Creatine"
"GLRX",55.5816914150036,37.3913930859936,-18.19029832901,"Creatine"
"FH",37.1929414885339,41.9287499266149,4.73580843808107,"Creatine"
"HINT1",21.812504728049,21.3299185609376,-0.482586167111425,"Creatine"
"MYH3",80.2142507345265,104.95620433374,24.7419535992132,"Creatine"
"NIPSNAP2",36.4195107678574,36.8812108300212,0.461700062163779,"Creatine"
"FTH1",68.8151838615674,85.9748684811484,17.159684619581,"Creatine"
"VDAC2",28.5480367623118,16.7837975991588,-11.764239163153,"Creatine"
"ACYP2",41.5472491345629,32.716937730748,-8.83031140381489,"Creatine"
"COX6C",50.9199181506429,30.4071752046796,-20.5127429459632,"Creatine"
"COX5A",45.4255144943779,31.3393056800655,-14.0862088143124,"Creatine"
"UQCRFS1",41.8466999337049,48.1725264870489,6.32582655334397,"Creatine"
"IGKV3-15",116.894212737458,75.2595092646478,-41.63470347281,"Creatine"
"CYB5R3",40.1355319035926,85.9828799905202,45.8473480869276,"Creatine"
"IGKV3-20",106.443746648078,56.8742965970676,-49.5694500510103,"Creatine"
"HSP90AB1",22.2008859848879,21.1684965099682,-1.03238947491978,"Creatine"
"PCMT1",23.4866190924157,23.0771588060082,-0.409460286407455,"Creatine"
"PSAP",12.8273109111975,50.647045080861,37.8197341696634,"Creatine"
"ECI1",55.8984739351649,49.3807605497941,-6.51771338537079,"Creatine"
"CYB5R1",17.2407575732369,30.0167941512641,12.7760365780272,"Creatine"
"AAMDC",28.4019385315434,44.9183845806408,16.5164460490974,"Creatine"
