"gene","dcv_CRE","dcv_PLA","mean_dcv","dist_origin"
"MB",-8.08760457893585,-39.1689422947236,-23.6282734368297,39.9951920649546
"CKM",7.71415416364687,-38.5236573008627,-15.4047515686079,39.2884250930834
"ALDOA",1.64643719662534,-6.03085386664395,-2.19220833500931,6.25155611054126
"GAPDH",-1.22579888846658,-16.9580862066691,-9.09194254756784,17.0023313315494
"CKB",-5.1337698435616,-24.480219154198,-14.8069944988798,25.0127312112098
"CA3",-8.68477535185727,-76.1821853541908,-42.433480353024,76.6756199078463
"FHL1",-8.14473801261352,-18.1330490568209,-13.1388935347172,19.8782349666962
"ACTA1",94.8852852160982,77.6673883807794,86.2763367984388,122.61908729244
"ENO1",54.9718423480997,-91.5739543841896,-18.3010560180449,106.806800217505
"ENO3",12.6843518094439,-45.2965441802932,-16.3060961854246,47.0390231138253
"PKM",-0.388877116159801,-8.97009667164826,-4.67948689390403,8.97852213396993
"TPI1",2.25719528456651,-22.695823746197,-10.2193142308152,22.8077913457465
"ENO2",-4.57652727486995,-37.2762678012681,-20.926397538069,37.5561545301098
"PGAM1",25.0370731612474,-57.5727222875157,-16.2678245631342,62.7811546889436
"CASQ1",8.65970566594128,-4.67829134096244,1.99070716248942,9.84260697638892
"PGK1",14.0719666066832,-13.1800927158201,0.445936945431538,19.2804327798217
"HSPB1",5.31885500958053,-53.4264068573052,-24.0537759238623,53.6905128332301
"MYL1",63.6544781250371,18.1998786827149,40.927178403876,66.2051974503239
"PYGM",8.37988415182592,-46.1177496967529,-18.8689327724635,46.8729057717822
"CRYAB",9.17970123582305,-67.4335356058749,-29.1269171850259,68.0554820649135
"LDHA",16.2497555279548,-3.80534006587036,6.22220773104222,16.6893728982013
"MYL2",27.338212362425,0.146988350108039,13.7426003562665,27.3386075129681
"AK1",6.82815298802863,-5.5948715056206,0.616640741204014,8.82758519598251
"FABP4",117.120810430292,-50.0309800331367,33.5449151985779,127.359268209756
"FABP3",20.7491482744338,-53.7830317897616,-16.5169417576639,57.6466968924755
"ATP2A1",11.5912062541677,-19.2865378565391,-3.84766580118571,22.5017022671258
"MDH1",12.6504114303701,-27.2706866605132,-7.31013761507156,30.0619902916212
"MYH7",73.98471264228,-2.56588067451239,35.7094159838838,74.0291932172476
"PGAM2",21.7718894792862,-32.3177350088585,-5.27292276478612,38.9673089602176
"PYGB",7.75811806941284,-40.6974069643356,-16.4696444474614,41.4302706918469
"PRDX6",43.8941218503388,-40.1157860872907,1.88916788152405,59.4640246402282
"IDH2",-6.2829064527021,-10.7856800058837,-8.5342932292929,12.4822196216348
"MYH2",109.580150103043,11.1715682656649,60.3758591843541,110.148142218196
"ATP2A2",15.5310872961421,-28.4453416916878,-6.45712719777282,32.4091366215957
