"gene","cv_t1","cv_t2","delta_cv","group"
"MB",43.5603225260379,17.7030078823159,-25.857314643722,"CR (pooled)"
"CKM",35.0231821474043,17.6450107529098,-17.3781713944946,"CR (pooled)"
"ALDOA",14.6685016397645,11.4596429304162,-3.20885870934836,"CR (pooled)"
"GAPDH",21.6194591793253,12.0017135121255,-9.61774566719973,"CR (pooled)"
"CKB",42.3968854448283,29.8167434776474,-12.580141967181,"CR (pooled)"
"CA3",77.0566490403346,20.0749330537596,-56.981715986575,"CR (pooled)"
"FHL1",30.2609983355871,20.7883299782642,-9.47266835732291,"CR (pooled)"
"ACTA1",61.239650230829,135.061840375647,73.8221901448181,"CR (pooled)"
"ENO1",116.976662255397,64.061849917727,-52.9148123376698,"CR (pooled)"
"ENO3",42.4100243071122,28.5652641781639,-13.8447601289483,"CR (pooled)"
"PKM",21.3518663883226,15.2904559359561,-6.06141045236642,"CR (pooled)"
"TPI1",26.5359874852084,15.5799672897204,-10.956020195488,"CR (pooled)"
"ENO2",50.1002765019657,29.5024579974687,-20.597818504497,"CR (pooled)"
"PGAM1",84.1732692488873,34.8802387606634,-49.2930304882239,"CR (pooled)"
"CASQ1",17.9916826478639,21.2331456873485,3.24146303948462,"CR (pooled)"
"PGK1",20.6639219138891,25.4336492322115,4.76972731832245,"CR (pooled)"
"HSPB1",63.7585463753789,31.9362645705068,-31.8222818048721,"CR (pooled)"
"MYL1",66.1895207139222,113.92147079466,47.7319500807381,"CR (pooled)"
"PYGM",48.5500745713085,28.7058705804344,-19.8442039908741,"CR (pooled)"
"CRYAB",89.2237784308304,27.9229612099045,-61.3008172209259,"CR (pooled)"
"LDHA",33.5104971273662,40.0576949250805,6.54719779771433,"CR (pooled)"
"MYL2",52.537390116536,67.9349060783186,15.3975159617827,"CR (pooled)"
"AK1",21.3366095329027,21.5325591485781,0.195949615675456,"CR (pooled)"
"FABP4",207.206572204247,246.124767140336,38.9181949360893,"CR (pooled)"
"FABP3",49.8143756382859,32.8372231351608,-16.9771525031251,"CR (pooled)"
"ATP2A1",33.6585207259286,30.8644049583338,-2.79411576759485,"CR (pooled)"
"MDH1",33.7139527383134,26.1659154061731,-7.54803733214026,"CR (pooled)"
"MYH7",90.8753596430946,129.108661596704,38.233301953609,"CR (pooled)"
"PGAM2",30.8058853169978,28.6551860113237,-2.15069930567408,"CR (pooled)"
"PYGB",36.6683943664202,19.7136257411589,-16.9547686252613,"CR (pooled)"
"PRDX6",53.9379087007702,53.2640178583094,-0.673890842460828,"CR (pooled)"
"IDH2",45.467140726121,29.1481143161955,-16.3190264099255,"CR (pooled)"
"MYH2",81.7311659400494,144.09962448355,62.3684585435004,"CR (pooled)"
"ATP2A2",39.4554429016328,34.3664797567806,-5.08896314485226,"CR (pooled)"
"ATP5F1B",33.7587385147891,28.2676650796246,-5.49107343516449,"CR (pooled)"
"MDH2",34.4873245000662,30.508711093913,-3.97861340615316,"CR (pooled)"
"ATP5F1A",46.1955547252292,24.1071357413727,-22.0884189838564,"CR (pooled)"
"MYH1",110.085234538033,141.771631875518,31.6863973374851,"CR (pooled)"
"PFKM",45.7289843772689,26.3907158319379,-19.338268545331,"CR (pooled)"
"S100A1",40.1783138557228,121.536751330324,81.3584374746015,"CR (pooled)"
"HSPB6",66.8290305240292,23.8454659590311,-42.9835645649981,"CR (pooled)"
"EEF1A1",81.1483892630724,63.3648876730122,-17.7835015900602,"CR (pooled)"
"FBP2",33.5223741385489,42.9308280481562,9.40845390960722,"CR (pooled)"
"ARF4",69.4471412457126,46.0347468274305,-23.4123944182821,"CR (pooled)"
"SLC25A4",53.2868524970866,46.5153307589058,-6.77152173818073,"CR (pooled)"
"TNNC2",58.791205086871,122.925714533104,64.1345094462332,"CR (pooled)"
"PGM1",28.7818057213977,21.2326038273957,-7.54920189400204,"CR (pooled)"
"YWHAE",64.9692403211764,60.6753417926756,-4.29389852850083,"CR (pooled)"
"GOT1",43.8435657064364,36.6286103991166,-7.21495530731978,"CR (pooled)"
"CKMT2",62.7324202401517,52.3908885833663,-10.3415316567854,"CR (pooled)"
"ATP2A3",33.9308806549856,46.3851457140071,12.4542650590215,"CR (pooled)"
"RPS27A",93.2281854551837,68.7275898521653,-24.5005956030184,"CR (pooled)"
"PDLIM3",47.1965641031601,30.4433671664737,-16.7531969366863,"CR (pooled)"
"PEBP1",41.1655799003979,27.0708990658324,-14.0946808345655,"CR (pooled)"
"TPM2",98.5814261085157,155.12616846476,56.5447423562448,"CR (pooled)"
"PARK7",24.6297320553933,22.8599173454271,-1.7698147099662,"CR (pooled)"
"GOT2",58.4173692863192,43.9809023966437,-14.4364668896755,"CR (pooled)"
"MYL3",83.8750449661143,130.157987974294,46.2829430081796,"CR (pooled)"
"MT-CO2",35.1256481504153,22.5133976900771,-12.6122504603381,"CR (pooled)"
"PRDX1",51.8507432399229,60.455004216373,8.60426097645006,"CR (pooled)"
"ALDOC",37.5160039429857,25.7991287027211,-11.7168752402646,"CR (pooled)"
"CYCS",38.6593870051787,40.0498628418234,1.39047583664466,"CR (pooled)"
