uniprot_id,protein,gene,description,gene_symbol,CR6_T1,CR6_T2,CR7_T2,CR8_T1,CR8_T2,CR10_T2,CR12_T1,CR12_T2,CR15_T1,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR25_T1,CR25_T2,CR72_T1,CR72_T2,CR149_T1,CR149_T2,CR163_T1,CR163_T2,CR383_T1,CR386_T2,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,sig_pi
P60709,ACTB_HUMAN,ACTB,"Actin, cytoplasmic 1","=""""",26.8355837779872,30.3381436809754,27.0992726818536,26.2360468036216,25.8895975866923,26.999800956265,27.1891923921805,28.6487115074075,29.3527486075411,26.9580967231876,28.7716581169085,28.3165656347498,27.1732859383998,28.5006291191619,27.2940361573078,27.8319258188139,29.5859566689995,27.3578886465643,29.201801575226,27.415212713215,27.6270571856389,26.9115433629297,27.0790977157088,26.9223478747587,28.500360087053,-0.456428940585255,-1.76616500796134,0.853307126790828,27.7614624533259,-0.717733194090196,-4.63083281267378,0.47957659678661,0.996799643733751,0,0,0.7150466010664706,0
P32119,PRDX2_HUMAN,PRDX2,Peroxiredoxin-2,"=""""",27.2338793785109,27.1840179692474,27.772934057703,26.8155279292249,27.2429427424693,26.8025895153753,26.7299430462092,27.4961751907782,28.9318876460085,27.6736734632785,27.6011043266159,26.4733409207679,28.6315847209412,29.4827117187646,28.2142494996336,28.7616797498988,27.3670884385198,27.6786184481619,29.3808466618525,28.5141994591224,27.1188576676223,26.948876642797,27.3192020846536,26.6707902949466,28.6070257693338,-0.271585544751808,-1.35841720081642,0.815246111312808,27.7061498936975,-0.514657157238969,-4.64736892589721,0.611313703930869,0.996799643733751,0,0,0.8748879354663222,0
P14618,KPYM_HUMAN,PKM,Pyruvate kinase PKM,"=""""",27.7793156573277,27.8464986346531,27.5494711170507,28.0182542738301,27.7997018633866,27.9206334127857,27.3693812077319,27.7628398838054,27.5910646935943,27.6944845087694,27.8470565458167,27.8878189848037,28.1179302825781,27.6829866310097,28.0914521543003,27.9245320283183,28.1259532446767,27.8913244517165,28.3257512911021,27.8399049914508,28.1960576921249,27.7051499582581,27.5871471460723,27.5680914313424,27.7070949637559,0.0139569836316689,-0.30604893329572,0.333962900559058,27.8331958820105,0.0898270642751861,-4.66465836394884,0.929140557361851,0.996799643733751,0,0,0.9989747538954388,0
P60174,TPIS_HUMAN,TPI1,Triosephosphate isomerase,"=""""",28.057405830697,27.8454034791805,27.3675103009335,27.9176525741393,27.9338259329568,28.0502082045938,27.5862202511356,27.2540679221748,27.5924078657422,27.5534377290699,27.6120176955146,27.7112690286943,27.6795251232588,27.7770557091031,27.8155147890052,27.3980217474719,27.5358610425121,27.7920345691151,27.8641053759479,27.3730088137574,27.7042278525441,27.8892272497109,27.7414612857522,27.9547484995581,27.3571117464856,0.152350954953995,-0.168656766070403,0.473358675978393,27.6945332247622,0.977469799539248,-4.60246550563362,0.337702772371011,0.996799643733751,0,0,0.8475626302313435,0
P09104,ENOG_HUMAN,ENO2,Gamma-enolase,"=""""",27.7649135332938,28.1234949584743,27.5346735629474,28.3350846389299,27.7590597196524,28.0432005439568,26.6332541672643,27.193087345318,27.607044194567,27.7491073603988,27.4802719412775,28.1781292882416,27.7382552979469,27.1021288201528,27.633673106822,27.899029423588,27.1271023042576,27.7767049315184,27.8741141332417,27.3153302560703,27.764738664129,27.0255801181952,27.0565322149579,27.4336436023494,27.563469871109,-0.215210113344416,-0.719484923865218,0.289064697176387,27.5884649599464,-0.878959869491734,-4.61413737072828,0.387794815511538,0.996799643733751,0,0,0.8155732811507054,0
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1,"=""""",27.3997002739722,27.3829139466073,26.9472234841292,27.5087934340552,27.0570473329577,27.7422924679763,27.3865453753157,27.3748546786374,28.2219519370236,27.9712846163417,27.5141539249774,27.6056858467935,27.2748587382408,27.8909897357198,27.3506893636697,27.5646163986456,27.6504180703685,27.5523909397835,28.0304607671878,27.8163523718203,27.8107360369315,27.2102040098229,27.2139738485831,27.3785100216862,27.7317828445695,-0.27036276720882,-0.66244671428306,0.121721179865421,27.5435372186327,-1.42017370413101,-4.53765041354593,0.167910803021597,0.996799643733751,0,0,0.6172912434720123,0
P31415,CASQ1_HUMAN,CASQ1,Calsequestrin-1,"=""""",27.3403560228088,27.4015078461596,27.5577369655724,27.3404116180298,27.0771229077406,27.7951002367732,27.8193616771347,27.8172587556921,27.0506222939892,27.6112526498073,27.5151973803074,27.4567871173886,27.3998174222932,27.198235544572398,27.7346127240548,27.3187119755443,27.6802581726241,27.3160761506098,26.8081807824335,27.2302825645237,27.0651369082778,27.5097175191575,27.2162265878026,27.6375037099751,27.0391808285689,0.130921852044274,-0.246493776571553,0.508337480660102,27.3974662544737,0.714440236908384,-4.63114161318109,0.481574396126013,0.996799643733751,0,0,0.9087694168256327,0
P00558,PGK1_HUMAN,PGK1,Phosphoglycerate kinase 1,"=""""",27.3667974991015,27.2927465129864,26.9500585922617,27.679992834766,27.2977066232548,27.6601270532827,27.6136770556493,27.1652036683799,27.6777218310205,27.4701241760155,27.3620640887558,27.4566742553818,27.4291004819807,27.8419674149595,27.7904333343538,27.4262529539205,27.1925782072575,27.4111119189395,27.9553855442789,27.3385705100004,27.2774243536705,27.3274616256029,27.3218426422676,27.4310258056639,27.4451618017611,0.0973785612335476,-0.231314470806452,0.426071593273547,27.4472484314205,0.610163889291771,-4.64023340963049,0.547261104401108,0.996799643733751,0,0,0.9429871292385903,0
P04792,HSPB1_HUMAN,HSPB1,Heat shock protein beta-1,"=""""",27.3527961613479,27.1028634721665,27.6017592512692,26.1914939302357,26.6252531649141,27.8119038067934,27.659265913592,27.5016168930235,27.3765071753905,27.3517924432076,27.6215134578038,27.1367284969097,27.2052181693713,27.5313526750231,27.4313219524814,27.446432802748,27.1071228746785,26.7964816191607,27.9503092020344,27.0417381370611,27.6028346547965,26.7580907317091,27.3274064230039,27.6560397617091,27.5316346879764,-0.0997953537098191,-0.59247450788717,0.392883800467532,27.3087791143363,-0.417176446335536,-4.65344680203949,0.680110705007166,0.996799643733751,0,0,0.9622595346380753,0
P05976,MYL1_HUMAN,MYL1,"Myosin light chain 1/3, skeletal muscle isoform","=""""",26.5954657365201,29.7471127871631,27.4729814869282,25.8129820678574,25.1398246101959,26.5838832582173,26.9475399742323,27.9456905907618,26.1183849788932,26.293564276856,27.9085407780934,28.0304128913058,26.6380404674971,27.0107706522413,26.1284302045702,27.0452899937978,28.9924685095056,26.7133243036066,26.0884037339611,26.0476931830983,27.0122584484641,25.9841146371231,26.8010561844834,27.684166679695,26.0307337785332,0.214449608744463,-1.00725437937714,1.43615359686607,26.910925368544,0.361520486123728,-4.65636112491152,0.72074845750805006,0.996799643733751,0,0,0.9321842797031671,0
P11217,PYGM_HUMAN,PYGM,"Glycogen phosphorylase, muscle form","=""""",27.2510006338386,27.5630340337694,27.1682636639801,27.0595003523412,26.693922501443,27.2613181086095,26.6718919818128,27.0473228901601,27.1490839423241,27.3995217549875,27.2810543787016,27.7605157273756,27.6430903766424,27.5133642284382,27.6790752646409,27.0095536525909,27.2513409709122,26.632643600831,27.0352632761165,27.1871157548673,27.1048740151151,27.4860438283979,27.02386402176,26.8312579511227,26.7419246226386,-0.270382667529422,-0.668698033107122,0.127932698048278,27.1778336613367,-1.39805878808517,-4.54132370774142,0.174379146584509,0.996799643733751,0,0,0.6236102896944834,0
P02511,CRYAB_HUMAN,CRYAB,Alpha-crystallin B chain,"=""""",27.2424263631654,27.3343441719851,27.1924207386708,26.411549793113,26.698238359068,26.9909954815602,27.175529619176,27.149341744103,27.2616126120993,26.9788104619193,26.62542904985,26.8242032137797,27.2981804816023,27.0569252185034,26.9189538135331,27.0892428667678,26.702823649628,26.7657146885244,27.2271320986953,26.3163030455001,26.6389067114143,26.8182429135548,27.0301390358525,27.5363656784477,26.9701034351706,0.0468632590793518,-0.354878953673436,0.44860547183214,26.9701574098274,0.240247383464615,-4.66128981640157,0.812097929570645,0.996799643733751,0,0,0.9902935608996598,0
P00338,LDHA_HUMAN,LDHA,L-lactate dehydrogenase A chain,"=""""",26.8404405443026,26.8818586755901,26.4087972005023,26.6311778950676,26.8540834816855,28.1714308253664,25.794685210547,26.1996882781105,27.3412077431773,26.6874050406249,26.7200440867502,27.1210452046177,27.4251396345328,27.0074164915292,27.1930403065334,27.0138674699885,26.9305506401142,27.0519264646441,27.5012791531112,27.3079023949386,27.2884155571147,27.2876231128046,27.0796440368922,26.6541770409664,27.3237432565152,-0.201922808563431,-0.733662807848726,0.329817190721863,26.9886635898411,-0.782095331097884,-4.62453545746003,0.441504796023606,0.996799643733751,0,0,0.8478213794125232,0
P10916,MLRV_HUMAN,MYL2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform","=""""",26.4000673814672,28.2681106236905,27.4265257003712,24.6193406171925,24.3109735109549,25.598154197485,27.1363378792876,27.9241362713749,27.9573899322655,26.762852882722,27.102771918754,27.2477831523548,26.2797546620322,27.7363905573313,25.7582047786258,27.3113683106295,27.5040180830348,26.545491084753,25.8678045979186,27.3400894405718,26.4714698151946,26.3458847204371,26.713376527519,27.0267908587582,26.6707032198722,-0.496734785747485,-1.55649645663661,0.563026885141641,26.7330316289839,-0.965361582850504,-4.60395826459688,0.343611493785484,0.996799643733751,0,0,0.5882320448509838,0
P00568,KAD1_HUMAN,AK1,Adenylate kinase isoenzyme 1,"=""""",27.2100212017471,26.9063306273788,26.4978620501612,27.1233728547414,27.3414023691895,27.3481600624058,27.0205166137283,26.6363942946833,26.735809923751,27.0697534536146,27.1872909280885,27.0763161736381,26.9972188631546,27.2541684429949,27.5888868037094,26.9615043858908,26.9238367942007,27.3017403976443,27.3017906197722,26.5798767447072,26.6290557057748,26.8022006774396,26.9524786872938,26.8430531349776,27.094974542888,0.131968761925954,-0.218370794961973,0.482308318813881,27.015360654143,0.775810425934997,-4.6251721744664,0.445139789641417,0.996799643733751,0,0,0.898695376183769,0
P15090,FABP4_HUMAN,FABP4,"Fatty acid-binding protein, adipocyte","=""""",23.9684509973154,23.8316582205716,25.5861224392562,24.5367480304209,24.4044858300618,26.2197773191959,25.3814530158346,26.4668296604444,29.915089997139,25.0151363086847,25.534647522657,23.5633762697993,25.0538971958428,27.5095516948018,25.8477475622449,27.0091272945815,26.2125500931493,26.361836921309,27.5489849861824,25.1486250539825,25.5323033856433,23.6692681055594,24.13273297308,23.7250770920233,27.4916629144753,-0.155277297887661,-1.87544692350636,1.56489232773103,25.5866856353703,-0.185913246965907,-4.6628592410752,0.854013304178419,0.996799643733751,0,0,0.9757937091390089,0
P05413,FABPH_HUMAN,FABP3,"Fatty acid-binding protein, heart","=""""",26.8324077137341,26.7483356283487,27.1212724965484,27.3989925595077,27.5346461327996,26.8170933504196,27.4102962037398,26.9708475411264,26.0689074849838,26.8545633827514,26.2670943563229,26.2131445592379,26.7963067212189,27.0065402075409,27.044329673554,26.9153206882844,26.7843509180761,27.204822420722,26.729363194981,27.4262288258463,27.1889438381161,27.2997590067792,27.5990059985797,26.6095846953413,26.8130710422004,0.401923708504366,-0.0620180304459285,0.865865447454661,26.9462091456304,1.78424227288958,-4.47171445857016,0.0865295904182427,0.996799643733751,1,0,0.3739566613637476,0
O14983,AT2A1_HUMAN,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,"=""""",26.6280577709838,26.6136353449039,26.1470052026291,26.2777381595066,26.2480343816538,27.0054612178828,26.9935820947563,27.0337632848996,26.8361520856003,27.1390616385361,27.232451844009,26.9309671575844,26.5048685595869,27.2152656474707,27.1906975421279,27.0537982696472,26.8618928623358,27.0215216209334,26.6411514115537,26.95991449875,26.8946909912399,26.3013932873476,25.7691633189207,26.8823873924033,26.6744436331924,-0.0206913162990183,-0.460926348929084,0.419543716331047,26.7622839687382,-0.0968004030973798,-4.66456990847387,0.923656887517689,0.996799643733751,0,0,0.998358156484635,0
P00918,CAH2_HUMAN,CA2,Carbonic anhydrase 2,"=""""",25.9005622863202,26.2040617207237,26.5231342910403,26.0808860819825,25.5648951412721,25.701748213132,26.1079418588989,26.4118311277527,27.8064162456977,26.4167948433784,25.8582233780058,25.8700256692187,27.4909209688317,28.3020981232628,27.2099490286285,27.6857428504386,26.3002032666045,26.4181600917241,28.0025126033198,27.778852474978,25.7134340711134,25.8965401698078,25.9160641934736,25.7687903679281,27.157969617129,-0.226427413115029,-1.27272637735264,0.819871551122584,26.5635103473865,-0.445704331925507,-4.65179567231576,0.659647494022638,0.996799643733751,0,0,0.9100961240129473,0
P40925,MDHC_HUMAN,MDH1,"Malate dehydrogenase, cytoplasmic","=""""",26.8013369450741,26.3375303983224,26.8020608715558,27.1318184333349,26.9948011829586,26.6937903579851,26.8731587698814,26.6005588960434,26.8402429790453,26.7104386393495,26.332440158727,26.4088244227843,26.6807464467469,26.5512105182358,26.4272282206601,26.670374946145,26.3081586007817,26.5380528988722,26.3545668480471,26.7109525875559,26.5742169774166,27.163760569743,27.1126078880357,26.8610942660451,26.5740889049135,0.115886445644662,-0.213203214047669,0.444976105336994,26.6821624691304,0.72525720493968,-4.63012231753857,0.475029915638582,0.996799643733751,0,0,0.9173526950443738,0
P12883,MYH7_HUMAN,MYH7,Myosin-7,"=""""",26.119668260897,29.2621129264036,27.5315363666135,24.8037012448235,23.999465726659,24.9107134192402,26.9191767175,27.9869771354787,24.6589620761622,25.5835777954715,27.2673686338839,28.0701545469649,25.3748809058008,25.3431082881204,24.8109324848436,26.7775475879346,28.4701674901378,26.0107303375442,23.9876702665604,24.8176181515717,25.8347326907789,25.6154065846274,26.4914671437888,27.2310317102467,24.1379489538088,0.298458220211852,-1.42011303136138,2.01702947178508,26.0806662978345,0.357675874712573,-4.65654737731748,0.723588482536717,0.996799643733751,0,0,0.9079545860787982,0
P15259,PGAM2_HUMAN,PGAM2,Phosphoglycerate mutase 2,"=""""",26.4711833806744,26.7405577850496,26.4805179527952,26.8676338273569,26.3796830366184,26.7237585541089,26.3913026850465,26.134310052367,26.3409747632339,26.9965650267159,26.6249806211802,26.7114710291912,26.8548812471185,26.3862210382127,26.5964410914365,26.9334608949159,26.7634015618407,26.647733326389,27.0525188479955,26.6691419543788,26.788419174738,26.4079705476129,26.2988204119183,26.6364143888386,26.925596072898,-0.0170975688176398,-0.364014294659699,0.329819157024419,26.6329583709053,-0.101503908901714,-4.664506517713,0.919960316663566,0.996799643733751,0,0,0.9985746564679209,0
P11216,PYGB_HUMAN,PYGB,"Glycogen phosphorylase, brain form","=""""",26.5878053085675,26.7253610807236,26.4763808641207,26.3414136626603,26.0641179596066,26.6430230827291,26.2689734765789,26.404481869102,26.9831770129677,26.635667132812902,26.5471399731991,27.3298074047239,26.5553161762488,26.6662178267472,27.0810602703233,26.5304166823984,26.5974357899657,26.2368044502013,26.6798242029422,26.7101149903094,26.5791002340218,26.8672223260963,26.5871395915008,26.1556652822507,26.3650430939438,-0.387410849282617,-0.748324785630418,-0.0264969129348155,26.5847483897897,-2.21076088605784,-4.38414567516541,0.0364278927102628,0.996799643733751,-1,0,0.2771302560935668,0
P30041,PRDX6_HUMAN,PRDX6,Peroxiredoxin-6,"=""""",26.4270001559614,25.8622957665598,26.2487031227253,26.0842864544797,25.8003170757491,26.4150577699834,26.6619748276874,26.3012160892028,26.7336898801466,26.3725963489837,26.2188183303704,25.8345420008869,26.0557024730358,26.3640479395413,26.0908008413364,26.492020297901,25.9440898670589,26.2272608570609,26.4930377759483,26.5162013445899,26.4322434692991,25.888048371196,26.2312615644768,26.0701058810658,26.3961900511588,-0.123181305896171,-0.489564970444216,0.243202358651873,26.2464603422562,-0.69244031848671606,-4.63317089874651,0.495044065500752,0.996799643733751,0,0,0.9170348316339033,0
P48735,IDHP_HUMAN,IDH2,"Isocitrate dehydrogenase [NADP], mitochondrial","=""""",26.1133646467504,26.2002697125657,26.8547661589226,27.4975851535041,27.2492167780442,26.0903552376978,26.3964498579252,26.3959778692705,25.8260004980343,26.3602825340238,26.1998852851811,26.1096141239316,26.3289225094382,25.7849245325613,26.2421981922797,26.0407335179372,26.394838527132,26.6807653101779,26.1985105277567,26.3043186280423,26.5170044575897,27.0051210518137,26.9401644946052,26.3530909488053,26.3961632065992,0.337890619846878,-0.132762195338535,0.808543435032291,26.4192209504236,1.47859461595828,-4.52774928200659,0.151740961795345,0.996799643733751,0,0,0.5288132501591409,0
Q9UKX2,MYH2_HUMAN,MYH2,Myosin-2,"=""""",25.0801645819898,29.190753855596,26.5835008088195,25.2175657036756,23.9961733527746,25.6876094186851,26.0484122038805,27.2540398146835,24.6024377805203,25.5554592383944,27.0136725398378,27.3743471082939,25.0331896210859,25.6773057085509,25.0417065999768,26.2993569315483,28.8729622970205,26.3200323644498,24.8103618174453,24.459580094179,25.3496095146784,24.939439811917,25.4140443622843,26.892248035833,24.8518279290613,0.572775770692484,-1.01087273423059,2.15642427561556,25.9026320598073,0.744902597905792,-4.62823501756538,0.46327748774076,0.996799643733751,0,0,0.6435791027983986,0
Q96A32,MLRS_HUMAN,MYLPF,"Myosin regulatory light chain 2, skeletal muscle isoform","=""""",24.9990102956269,28.8047122381672,25.9567643285349,24.782582722839,23.6295400704787,25.7073048400885,25.8034401994029,27.0407745083891,27.2244463510643,25.7330268495655,26.9404316183423,27.1305133192615,25.2692273737289,27.4383089476456,25.9981271577029,26.7819682891216,28.2795265553455,26.1932803788464,26.0429393535611,25.8418200383403,25.2964454520416,24.7297833928715,25.0608254968731,26.4492096839553,26.1057869285105,-0.110266423440954,-1.52552337768438,1.30499053080247,26.1295918556122,-0.160465486179051,-4.66345739574667,0.873804206779539,0.996799643733751,0,0,0.9852352591655421,0
P16615,AT2A2_HUMAN,ATP2A2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,"=""""",26.7140217686153,26.2593198820859,26.4714274832619,25.6955513912891,26.0111403240675,25.889155865138,26.8147625283704,26.7611897987747,25.9206947841533,26.5906368786987,26.528995948425,26.3910730124236,26.2076104721433,26.0729411926832,25.8817828630494,26.0101491717966,25.9649900499379,26.191921934792,25.2634596812673,26.2966332785232,26.1453110176849,26.2807479136141,25.9321700521388,26.5912327525682,25.4841624180337,-0.12385926648998,-0.579931986145965,0.332213453166005,26.1748432985414,-0.559329923306301,-4.64417516060413,0.580914252002405,0.996799643733751,0,0,0.9349385973176746,0
P06576,ATPB_HUMAN,ATP5F1B,"ATP synthase subunit beta, mitochondrial","=""""",26.2478268994504,26.2463776494064,26.4668883133183,27.270309942301,27.0911587210159,26.0100013949048,25.581944841487,26.0707712782431,26.3458107344072,26.0155549420029,25.9750895618108,26.0453508904185,26.3954407087488,26.0850188772814,26.2457803856832,25.7361654039863,25.9391126763479,26.2074289701098,26.0937779978776,26.582084837416,26.2821260887141,26.9922958749134,27.0421348967171,25.9395205022943,26.6869456715816,-0.0407419884872233,-0.534662625397084,0.453178648422637,26.3037967224175,-0.169886431981598,-4.66324615556569,0.866466973618064,0.996799643733751,0,0,0.9941774157589739,0
P40926,MDHM_HUMAN,MDH2,"Malate dehydrogenase, mitochondrial","=""""",26.2920588670482,26.140752774025,26.4246751835868,27.1625726726273,27.277791709284,26.2923026321873,25.9250118414487,26.0162759019015,25.8728474134566,26.0878257212484,25.7567862392703,25.9816985156122,26.3599803127826,25.5860835019759,26.0870356495019,25.816902302341,26.1942542874733,26.4222583964289,26.1068172966665,26.3985065195143,26.2761432164904,26.7502501267022,26.8501903349425,26.1690149456684,26.2790720980154,0.104927276055491,-0.360553111930457,0.57040766404144,26.261084338408,0.464259347435007,-4.65066489473988,0.646480193148699,0.996799643733751,0,0,0.9552610621881271,0
P25705,ATPA_HUMAN,ATP5F1A,"ATP synthase subunit alpha, mitochondrial","=""""",25.9293115738925,26.1595150065193,26.4074852881113,27.2150068204062,26.8180575892359,25.8486732050188,25.4173952245182,26.0494743933282,25.943975818894,25.9253750085814,25.4736936984917,25.9490684567612,26.055473923063,25.3645657302638,26.2003408239047,25.740654865276,26.0000952751689,26.0972426036542,25.9352268587411,26.2941795257596,25.8884564553833,26.8576418787855,26.5917407270524,25.6120158479514,26.1602823726893,-0.0228745740956064,-0.554029569369195,0.508280421177982,26.0773979588581,-0.0886962772643486,-4.66467208567065,0.930030125549639,0.996799643733751,0,0,0.9983420931236261,0
