uniprot_id,protein,gene,description,gene_symbol,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR8_T1,CR8_T2,CR9_T2,CR10_T2,CR12_T1,CR12_T2,CR15_T1,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR72_T1,CR72_T2,CR149_T1,CR149_T2,CR163_T1,CR163_T2,CR383_T1,CR386_T2,PPS2,PPS20,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS42,PPS44,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,sig_pi
P60709,ACTB_HUMAN,ACTB,"Actin, cytoplasmic 1","=""""",26.642806946762,30.1506064489326,32.0418601360258,26.915386182754,26.0811753070768,25.7381186109961,30.5782808207393,26.8091336921714,27.0227924245087,28.4795525040719,29.1773862600372,26.7709745446889,28.5963161721805,28.1245322561137,26.9778089645767,28.2963263778631,27.1119694684542,29.8203103809163,27.6294973626807,29.4059783199633,27.1835667573189,28.9958382010407,27.2260852250811,27.4324171800713,26.7373410878441,26.9024169550857,26.7431111078475,28.3124228624718,26.8846141086864,26.9734229094665,27.0623051624809,25.6494730446717,26.7302390121696,25.9984809601247,25.5400503381786,26.1894654836661,26.3988192880566,26.4699323050347,1.45934123081212,0.388430103257851,2.53025235836639,27.5210740834424,2.76065060212706,-2.92013182576894,0.0089056351800145,0.0463169967893627,1,1,0.0010182664902316748,1
P32119,PRDX2_HUMAN,PRDX2,Peroxiredoxin-2,"=""""",27.041631092288,26.9983808553653,32.3161167536153,27.5918288664947,26.6645570347278,27.0944527798575,31.3509139400735,26.6120412103186,26.5661851359465,27.3299596478013,28.7609306490827,27.4878568995747,27.4275983964459,26.2822497689992,28.4376865636703,29.2795957212092,28.0341614317008,29.8611798359459,28.5604787408828,27.1896374518409,27.506001205082,29.1770897834748,28.3274688887401,26.9268262518988,26.7781200700644,27.146084053107302,26.491724952851,28.4220418887755,25.6743641986127,26.0394114061666,25.8610408109398,25.7697540319459,25.9451112087207,25.9067744054386,26.1276085508705,26.7293473011517,26.2993022549422,26.109830575322,1.99706666866737,0.978814110842419,3.01531922649231,27.4243511740512,3.97324253673001,0.156047269732186,3.1359127420318e-4,0.00528061390406474,1,1,1.006943875808717e-7,1
P14618,KPYM_HUMAN,PKM,Pyruvate kinase PKM,"=""""",27.5967977623912,27.6587072739923,26.9240092399278,27.3586754599051,27.8533037313188,27.6431568992168,27.6445134075477,27.7415381035299,27.20052164635,27.5809222935515,27.383514611831,27.5099655401637,27.6686628339134,27.7072262346794,27.9250305303302,27.4754608534467,27.905025260011,26.865879150129,27.7227677658032,27.9357066949368,27.7138144079251,28.1075527212024,27.6455883889373,27.9930313174319,27.5220189181002,27.4002205618274,27.4006123757491,27.5038680040363,27.8572989627678,27.4957373614261,27.604101124171,28.0295222663571,27.2689597860834,27.5807083288385,28.0282817038946,27.557692148928,27.3306617132772,27.5421759553758,-0.168178409992599,-0.410156926852053,0.0738001068668544,27.6021902984028,-1.40799610824768,-5.40469610970616,0.167438194601901,0.310631527171675,0,0,0.7404045677529657,0
P60174,TPIS_HUMAN,TPI1,Triosephosphate isomerase,"=""""",27.8757105790542,27.6593585870598,27.0520841493666,27.1792823865799,27.7563793235287,27.7803152159971,27.765375328241,27.8713257832563,27.4198141102022,27.0745854678025,27.3879970545516,27.370183174001,27.4351985982974,27.5316037003261,27.4881424844345,27.5702159404519,27.6306760906076,27.4172913217252,27.1971275075616,27.3476561096375,27.6160149955586,27.647302431153,27.1809352635535,27.5034169651932,27.7093503408638,27.5578106145693,27.787665971502,27.1563526506173,27.6687541081716,27.5430568885155,27.4301696150936,27.6922195049182,27.3553171723167,27.235515207677,27.9294587696191,27.6826359799757,27.3782591064165,27.6194235033512,-0.0589360341626879,-0.278118575159088,0.160246506833712,27.5132626842565,-0.544732107154335,-6.21962468323572,0.589190090821724,0.706580232407207,0,0,0.9693034676583984,0
P09104,ENOG_HUMAN,ENO2,Gamma-enolase,"=""""",27.587241967876,27.9410386499926,28.8498396282206,27.3501599684889,28.179056168048,27.6105730632198,25.6840744297982,27.8674522655194,26.4713459202201,27.0157609198143,27.4018940901066,27.5690738316707,27.3060655304145,28.0030551618794,27.5506034146267,26.8961185562349,27.4512043424758,26.841881076931,27.700197153825,26.9408393818565,27.6030767769893,27.6575684470295,27.1266769077127,27.5666580884161,26.8503501353513,26.8772983804853,27.2700765291292,27.3643288704477,27.5454666370502,27.2015052871124,27.1419362088216,27.8912175452356,26.7525126524595,27.1655935050398,28.018955816105102,27.3832631073272,26.9131220707568,26.6577048247885,0.171774214102616,-0.286919338414275,0.630467766619507,27.3474944029336,0.758653310528363,-6.08226043763799,0.452842174638037,0.601999145057856,0,0,0.8727714747166045,0
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1,"=""""",27.21677779893,27.1993197817016,29.3788270950256,26.7639655966006,27.3546389464251,26.90860808263,28.4258241007998,27.5611846780699,27.2239905808819,27.2015545403629,28.0291552842796,27.7891704328481,27.3401988775937,27.4248208979736,27.0849606640827,27.6859564938356,27.1690689687377,27.967298523917002,27.3649111109969,27.4673441515837,27.379134763686,27.8184991038245,27.6284312253307,27.6148519610454,27.0366286598705,27.0369834448875,27.2093480942489,27.5377774030766,27.4142637889035,27.331728312598,27.0515584491763,26.9576987759903,27.0654306013059,26.6887633209612,27.0579057996121,26.792535842794,26.6074213517384,27.4466641469947,0.603431921403082,0.221003503777779,0.985860339028385,27.3745579382453,3.19658418675433,-1.88269640480814,0.00283649983342094,0.0221045035562383,1,1,0.02903539964603447,1
P31415,CASQ1_HUMAN,CASQ1,Calsequestrin-1,"=""""",27.1603569788979,27.2183584641235,NA,27.3738875702233,27.1848491357145,26.9286361953166,27.4266784667704,27.6178423548206,27.6590052158691,27.6430213926638,26.8548035516601,27.4307664606892,27.3417831186081,27.2796599257404,27.2122066972902,26.9941786610484,27.5534374132782,26.5309284584955,27.1204554086224,27.4966934171457,27.143160194571202,26.5963531862768,27.0421369845406,26.8688960596064,27.3353134546403,27.037949448349,27.4716447116866,26.8438757180255,26.799002472574,27.0531953960297,26.7641279169667,27.5514511435219,27.4440453163388,27.5436232993446,27.3194649385893,27.9828960121104,27.593843757618,27.1663372607275,-0.152727923291721,-0.448655083625689,0.143199237042247,27.2320234096891,-1.04651360441937,-5.81358222022654,0.30226463236037,0.456057842305836,0,0,0.8329916280764151,0
P00558,PGK1_HUMAN,PGK1,Phosphoglycerate kinase 1,"=""""",27.1894552148043,27.1124190682301,27.7912662393836,26.7689791241887,27.5288455015182,27.1529958002997,27.9956067663284,27.4840007488941,27.4547989016998,26.991570557232,27.4783724770492,27.2914449227429,27.1899721184814,27.2820820506686,27.2430814367652,27.6371417888602,27.6102186362477,27.1978180008181,27.2285519616672,27.0094306050882,27.2394875735506,27.7414013398622,27.152846413287,27.0825487477697,27.1565650040411,27.1470794892217,27.2672299182584,27.2498674146498,27.2809710589319,27.0220529002766,26.8772208645793,27.1270134071772,26.6802933000008,26.9085465073681,27.447349060528,27.1242883128706,26.8109064846777,27.0508770282895,0.331646759911333,0.086756490055589,0.576537029767077,27.2369630722713,2.74354603406263,-2.95890203147892,0.00929915400190727,0.0466277399863915,1,1,0.21195362534163506,0
P04792,HSPB1_HUMAN,HSPB1,Heat shock protein beta-1,"=""""",27.1760509198324,26.9235807521495,27.5855786073109,27.4220507289673,26.042260676126,26.482110837445,28.2400387911799,27.6361194520113,27.501778392484,27.3292549221308,27.1786547811708,27.1739054613829,27.4503358282185,26.9629341459683,27.0201295117281,27.326989564819,27.2520368601525,27.4598967242149,27.2493881878378,26.9250801027721,26.6257138037242,27.7371350061763,26.8572278490012,27.4091698592486,26.5888939530272,27.154363978518,27.4926599434095,27.3375571600162,27.5612314082392,27.3334862975026,27.1695551091147,26.844175031233,27.4351675720302,27.0966504685859,26.1674055994622,27.6516384642262,27.0924856744612,27.1665479061439,-0.0429971332762804,-0.405044918647759,0.319050652095198,27.1857694824216,-0.240592247143171,-6.33813457580276,0.81119275121795,0.873679278348926,0,0,0.9910432209144101,0
P05976,MYL1_HUMAN,MYL1,"Myosin light chain 1/3, skeletal muscle isoform","=""""",26.431055059779,29.5766120842739,NA,27.3012398214205,25.6742835583221,25.0082321181761,25.7346731299093,26.4189978078846,26.8021443800973,27.7771540967404,25.9151266156786,26.1246765532912,27.7439431593156,27.8706979452553,26.4634507797448,26.809047432056,25.9549642163272,24.4765002213771,26.8543515593448,28.8142893339788,26.5484543337294,25.8753775826296,25.8707864669674,26.8245560138136,25.8247982468307,26.6369427229637,27.532187339775,25.838862001378,26.2967512472849,27.1279550642403,27.3416400343432,26.4426787459483,26.7254261362285,26.4939655248297,26.3495554061479,27.6011024942755,26.5792775557824,27.4574336899832,-0.538856486861249,-1.32768064576322,0.249967672040719,26.6788970400034,-1.38517348909069,-5.41995472861434,0.174480157990744,0.319261565685191,0,0,0.3903102334589808,0
P11217,PYGM_HUMAN,PYGM,"Glycogen phosphorylase, muscle form","=""""",27.0901172851865,27.3920174898858,24.0935152808003,26.9932495711992,26.9167360434884,26.5600197023269,25.3815972947009,27.0995869771524,26.5233002023466,26.872199265873,26.9295011226726,27.2307167743953,27.1141038345876,27.6039407270324,27.4680884635506,27.3083902305984,27.502470806971,25.1482452480476,26.8173052083753,27.0675228136483,26.465571612654,26.8145394963442,27.0076284043736,26.9126054136294,27.3226783187089,26.8552590730273,26.6831782683468,26.5424366477552,27.0336771800958,26.8643203402528,27.0959710956507,27.3945293633678,26.9149434553019,27.1743716701556,27.0255725108771,27.3020737324054,26.7806903035856,26.9639432923529,-0.429268196430268,-0.969636974452729,0.111100581592193,26.8491214347822,-1.60933511847864,-5.11983573566238,0.116001436724079,0.241636210753963,0,0,0.3966467291739072,0
P02511,CRYAB_HUMAN,CRYAB,Alpha-crystallin B chain,"=""""",27.0690561590377,27.1599572397219,28.9111789886686,27.0188757978589,26.270877959663,26.5623731556123,27.7102686336655,26.8173625198545,27.0243982031562,26.9822982526822,27.0690337877938,26.8047571774588,26.4584290201034,26.6545601435108,27.1175091665075,26.85473328624,26.7438741533789,27.5418331772415,26.8951855622088,26.5254338605387,26.5988244192153,27.0169332605701,26.1371963747574,26.4505278082015,26.6567042652232,26.8647663060536,27.3754927937967,26.780979645384,26.6977342108132,27.1554298871368,27.0984392894534,27.0150616258233,27.920984400552,26.9851075526082,26.5274877886082,26.9960155825872,26.8066121709228,26.8381505252952,-0.00279467443192161,-0.414912482414455,0.409323133550612,26.9503801092607,-0.0137378213105229,-6.36687894195998,0.989112595099305,0.992409637082969,0,0,0.9999694068695677,0
P00338,LDHA_HUMAN,LDHA,L-lactate dehydrogenase A chain,"=""""",26.6698584381667,26.7092360679037,27.7728781744018,26.2365888640984,26.4923318169814,26.720357700098,27.8490609421831,28.000182229044,25.645551919822,26.0327506947578,27.1458008326087,26.5151384722396,26.5541187953723,26.9544752953788,27.246454887384,26.8053640938747,27.018801245617,27.2867651199916,26.8208690773445,26.7533572208394,26.8860007275253,27.2902185337102,27.1301054437566,27.1007777287187,27.1277380276845,26.915712048566,26.495917679486,27.1342737553984,27.3999655934897,26.5454656675433,26.333952168045,26.6392617928477,25.9749395702093,26.4491575146658,27.4555869154304,27.0656243615344,26.9488616351219,27.127987689322,0.0804412779214871,-0.331081889410053,0.491964445253027,26.875039177399,0.395997728295156,-6.28895388153412,0.694369882590004,0.784513472569581,0,0,0.9710852723805434,0
P10916,MLRV_HUMAN,MYL2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform","=""""",26.2341210277373,28.0989350316088,NA,27.2578165330302,24.4847671814191,24.1819993286113,26.017435667994,25.431353389546,26.9930518206385,27.7598636827091,27.7628991495212,26.59438430355,26.9400115279214,27.0867669122181,26.105674956527402,27.536389338413,25.5869754262763,26.9616381646045,27.1214001594716,27.3294330321507,26.3823851466821,25.6586359635045,27.1656006012332,26.2869842757102,26.1902963976149,26.5533471730498,26.8728422766787,26.4834462738147,26.1363077165663,26.5164282236497,26.9549336632627,26.7024226304587,27.1625839675416,26.7063974485592,25.709221004891,27.273497766702,26.6495956476117,27.3995637701903,0.00509613063541536,-0.655175190201512,0.665367451472343,26.6024163940992,0.0156505418076984,-6.35106038390067,0.987599162036496,0.992131323397532,0,0,0.9999364106182729,0
P00568,KAD1_HUMAN,AK1,Adenylate kinase isoenzyme 1,"=""""",27.046265180611,26.7368489468005,26.0032718147378,26.327036874097,26.9864389432834,27.2110450652165,26.8243400066394,27.1829844850393,26.8745953037267,26.4675123303316,26.5297721905513,26.901132542922,27.0227673874493,26.9169900004963,26.8225335122928,27.0514477368565,27.4152918653513,26.0271082493195,26.770230694741,26.745225588089,27.1370112439745,27.086813734754,26.4037106833521,26.441410470137,26.6440571053145,26.78964620874,26.6914355386753,26.9024404641983,26.809768960788,27.0354629264256,26.072078103218,26.3771899723908,26.217667563838,26.4381747708097,27.0958000857528,26.8505989625156,26.4476034208438,27.2669929767678,0.0573308629639229,-0.23619084533109,0.350852571258935,26.7518605766065,0.39569109382766,-6.28907439978628,0.694594154285027,0.784513472569581,0,0,0.9793237992959148,0
P15090,FABP4_HUMAN,FABP4,"Fatty acid-binding protein, adipocyte","=""""",23.8209312899575,23.6860617605376,30.4037811902047,25.4548064052657,24.443274638011,24.3137510963248,30.4820939095147,26.063225065046,25.2758108269347,26.3381593602332,29.7619099506981,24.868902478398,25.3959219222429,23.41899609809,24.9032769061224,27.3328161651407,25.7030165551065,29.6668343891655,26.8429136550226,26.0703536174255,26.223452268576,27.3642064456292,25.0059095199084,25.3745208795607,23.5572147759458,24.0136514234478,23.5817280932851,27.3397164210941,24.0954896445862,24.1372980045811,23.1739509399327,22.816417573056,23.8647679530196,23.9773183110258,23.3432186432616,24.0047351069871,23.9395303958278,23.4399060040207,2.4376162108068,1.0201624426497,3.85506997896391,25.3552597285049,3.48389012129231,-1.15313038459568,0.00128298868014795,0.0136700740787445,1,1,8.932172037851154e-8,1
P05413,FABPH_HUMAN,FABP3,"Fatty acid-binding protein, heart","=""""",26.6738123061775,26.5811838709572,23.3150158356241,26.9514361658092,27.2634369719131,27.4068049124983,24.8682329287594,26.6564851231614,27.2667310289292,26.8004222685024,25.8547104091997,26.6886658842804,26.1035913807881,26.0592429816088,26.6245992522232,26.8032241744164,26.8711633912695,27.5825234494384,26.7252798464718,26.6045993373088,27.0409571120883,26.5113330967795,27.2512513234328,27.0012448811002,27.1428785481598,27.4369408107018,26.4629786295161,26.6181659442009,26.9807308596757,27.1717626130401,26.5826493204099,26.6007045269051,26.8462472310216,26.9660926612625,26.1704979774281,26.5086931417322,27.2782691806168,26.8466419965797,-0.246284636824061,-0.865961430793725,0.373392157145603,26.661031615105,-0.805156144298736,-6.0466050927744,0.425848248594393,0.579477565291663,0,0,0.8103845809459299,0
O14983,AT2A1_HUMAN,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,"=""""",26.4691301898938,26.4472195398591,NA,25.9789890361269,26.1441965711073,26.1218872060754,25.4617247559539,26.8449185013742,26.8528712278284,26.8666044806821,26.6292239527828,26.9740266621473,27.0706425335635,26.7771751173494,26.3345173305364,27.0140597467846,27.0195299056167,23.1314964608896,26.865156053861,26.6850677211273,26.8591699956972,26.4271538259921,26.786497966622,26.7095080578023,26.1467338822205,25.6093601960101,26.7353169886159,26.4831959127238,26.7686506616493,26.8017141969675,26.4394226332496,26.7539522710594,26.1195558003566,26.6670930411044,26.4526837475055,27.8491125000916,26.4275009218543,26.8757674460761,-0.336866899005358,-0.923347183600757,0.249613385590041,26.5027250551124,-1.1647056443662,-5.68769854063003,0.251759665472674,0.407786332307915,0,0,0.6283651100382676,0
P00918,CAH2_HUMAN,CA2,Carbonic anhydrase 2,"=""""",25.7338862052064,26.0424983275129,29.684349225336,26.3672733352508,25.9631737104244,25.4478392401884,29.9676650536688,25.5319551697565,25.97426915755,26.2619334719901,27.6351112136449,26.2526200709583,25.7031269747691,25.7097408075303,27.3211337911332,28.1085841237105,27.0476623511606,28.951534074693,27.5014979586324,26.137949501583,26.2626824710202,27.8039695288291,27.6147221192048,25.5401064885319,25.7563390742205,25.7723010383185,25.6123624674504,26.9848273860167,24.9595849449225,25.0928589295129,25.9265229714753,25.1660188834834,24.6795387302056,24.5223061736193,25.0663846010324,25.2110875891548,25.2147944242835,25.1238109850217,1.86177563255216,0.968804918761906,2.75474634634241,26.3066848045001,4.22374945453857,0.852081596420893,1.4907064106002e-4,0.00351923631051516,1,1,7.511292805727587e-8,1
P40925,MDHC_HUMAN,MDH1,"Malate dehydrogenase, cytoplasmic","=""""",26.6373686645545,26.1707546919638,27.0363902648545,26.6358041858885,27.0010474515988,26.8689359927511,27.1898019359319,26.5277216943547,26.7311026613775,26.4370530073546,26.6434157322042,26.5434382048334,26.1708588087466,26.2497926134669,26.5079098459682,26.3507803780691,26.2569487555567,27.1508078482523,26.4810178248151,26.1341561203228,26.3761161954476,26.1439113897525,26.5385694768727,26.3909970532994,27.0112202257093,26.9556850967972,26.7086389000532,26.3870680388123,26.8248694114714,26.4696937083314,26.8325477867126,26.7435825070352,26.9301543519114,26.7001674880184,26.639461048458,26.4338437486016,26.7815227254988,26.5461663721202,-0.00430206096289965,-0.253684164394127,0.245080042468328,26.6089295317834,-0.0349477563571916,-6.3663640837055,0.972308335226727,0.985403396980622,0,0,0.9998791954985515,0
P12883,MYH7_HUMAN,MYH7,Myosin-7,"=""""",25.9716252736695,29.106980735265,NA,27.3764043243834,24.6874701570145,23.8895573520241,23.2849737245345,24.7578958138033,26.7922492560412,27.8288572136024,24.4551430098628,25.4282703848805,27.1147947429033,27.9286406631637,25.2150336577422,25.1457532411308,24.6483054483217,25.127895990185,26.5959324801491,28.3014321902383,25.8567941445289,23.7766411115679,24.6555871724359,25.6596690082471,25.4766494070473,26.3472003242593,27.0929942625255,23.9544176591495,25.8589870245889,26.5506703495596,26.964660880307,26.0582052251712,26.9170610517205,26.3828296010697,25.9441747096805,27.005932323469,26.8111789197993,26.3662137970392,-0.789953073148514,-1.86608814985714,0.286182003560114,25.9820833143536,-1.48848946133952,-5.28019115880171,0.145286208993786,0.281229253422056,0,0,0.21786957369396764,0
